################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0   0.00000000E+00   0.00000000E+00
         0          0   1.76315961E+00   1.82156419E+00
         0          0   1.11641986E+00   1.12054072E+00
         0          1   0.00000000E+00   0.00000000E+00
         0          1  -2.21826700E-01  -2.64979811E-01
         0          1  -4.22042760E-02  -2.49208242E-02
         0          2   0.00000000E+00   0.00000000E+00
         0          2  -1.54133291E+00  -1.55658438E+00
         0          2  -1.07421559E+00  -1.09561990E+00
         1          0   0.00000000E+00   0.00000000E+00
         1          0   0.00000000E+00  -8.67361738E-18
         1          0  -1.03959229E-05  -6.95831948E-04
         1          1   0.00000000E+00   0.00000000E+00
         1          1   6.70177422E-06   5.41321500E-03
         1          1   5.19796147E-06   3.47915974E-04
         1          2   0.00000000E+00   0.00000000E+00
         1          2  -6.70177422E-06  -5.41321500E-03
         1          2   5.19796147E-06   3.47915974E-04
         2          0   3.48613218E-02   3.38150039E-02
         2          0   0.00000000E+00   2.08166817E-17
         2          0  -1.93850160E-01  -1.88032049E-01
         2          1  -1.74306609E-02  -1.69075019E-02
         2          1  -9.18085858E-02  -7.45634451E-02
         2          1   9.69250798E-02   9.40160244E-02
         2          2  -1.74306609E-02  -1.69075019E-02
         2          2   9.18085858E-02   7.45634451E-02
         2          2   9.69250798E-02   9.40160244E-02
         3          0  -1.52801106E-02  -1.48671575E-02
         3          0   1.28836804E-01   1.30019177E-01
         3          0  -8.04533284E-02  -7.50397024E-02
         3          1   1.54259477E-02   1.52430923E-02
         3          1  -1.24673433E-01  -1.25051866E-01
         3          1   8.49670551E-02   8.26704645E-02
         3          2  -1.45869837E-04  -3.75934823E-04
         3          2  -4.16340368E-03  -4.96731043E-03
         3          2  -4.51372667E-03  -7.63076208E-03
         4          0  -1.52801106E-02  -1.48671575E-02
         4          0  -1.28836804E-01  -1.30019177E-01
         4          0  -8.04533284E-02  -7.50397024E-02
         4          1  -1.45869837E-04  -3.75934823E-04
         4          1   4.16340368E-03   4.96731043E-03
         4          1  -4.51372667E-03  -7.63076208E-03
         4          2   1.54259477E-02   1.52430923E-02
         4          2   1.24673433E-01   1.25051866E-01
         4          2   8.49670551E-02   8.26704645E-02
         5          0   0.00000000E+00   0.00000000E+00
         5          0   4.31762164E+00   4.14974185E+00
         5          0   1.04063643E+00   1.02623542E+00
         5          1   0.00000000E+00   0.00000000E+00
         5          1  -1.67329500E+00  -1.52675262E+00
         5          1   1.04398516E+00   9.92015162E-01
         5          2   0.00000000E+00   0.00000000E+00
         5          2  -2.64432664E+00  -2.62298923E+00
         5          2  -2.08462159E+00  -2.01825058E+00
         6          0   0.00000000E+00   0.00000000E+00
         6          0  -2.64657621E+00  -2.56263712E+00
         6          0   1.64096835E+00   1.64864011E+00
         6          1   0.00000000E+00   0.00000000E+00
         6          1   2.84256734E+00   2.65039695E+00
         6          1  -1.85540685E+00  -1.82840895E+00
         6          2   0.00000000E+00   0.00000000E+00
         6          2  -1.95991099E-01  -8.77598337E-02
         6          2   2.14438500E-01   1.79768840E-01
         8          0   0.00000000E+00   0.00000000E+00
         8          0   0.00000000E+00   1.28369537E-16
         8          0   2.22154315E+00   2.20799848E+00
         8          1   0.00000000E+00   0.00000000E+00
         8          1   1.33006608E+00   1.35415610E+00
         8          1  -1.11077158E+00  -1.10399924E+00
         8          2   0.00000000E+00   0.00000000E+00
         8          2  -1.33006608E+00  -1.35415610E+00
         8          2  -1.11077158E+00  -1.10399924E+00
         9          0   0.00000000E+00   0.00000000E+00
         9          0   1.19142560E+00   1.19971713E+00
         9          0  -1.03832664E+00  -1.03829890E+00
         9          1   0.00000000E+00   0.00000000E+00
         9          1  -9.99330159E-01  -9.63245272E-01
         9          1   9.95365684E-01   9.95919498E-01
         9          2   0.00000000E+00   0.00000000E+00
         9          2  -1.92095406E-01  -2.36471858E-01
         9          2   4.29609227E-02   4.23794031E-02
        10          0   0.00000000E+00   0.00000000E+00
        10          0  -1.19142560E+00  -1.19971713E+00
        10          0  -1.03832664E+00  -1.03829890E+00
        10          1   0.00000000E+00   0.00000000E+00
        10          1   1.92095406E-01   2.36471858E-01
        10          1   4.29609227E-02   4.23794031E-02
        10          2   0.00000000E+00   0.00000000E+00
        10          2   9.99330159E-01   9.63245272E-01
        10          2   9.95365684E-01   9.95919498E-01
        11          0  -3.48613218E-02  -3.38150039E-02
        11          0   0.00000000E+00   2.08166817E-17
        11          0  -1.93850160E-01  -1.88032049E-01
        11          1   1.74306609E-02   1.69075019E-02
        11          1  -9.18085858E-02  -7.45634451E-02
        11          1   9.69250798E-02   9.40160244E-02
        11          2   1.74306609E-02   1.69075019E-02
        11          2   9.18085858E-02   7.45634451E-02
        11          2   9.69250798E-02   9.40160244E-02
        12          0   1.52801106E-02   1.48671575E-02
        12          0   1.28836804E-01   1.30019177E-01
        12          0  -8.04533284E-02  -7.50397024E-02
        12          1  -1.54259477E-02  -1.52430923E-02
        12          1  -1.24673433E-01  -1.25051866E-01
        12          1   8.49670551E-02   8.26704645E-02
        12          2   1.45869837E-04   3.75934823E-04
        12          2  -4.16340368E-03  -4.96731043E-03
        12          2  -4.51372667E-03  -7.63076208E-03
        13          0   1.52801106E-02   1.48671575E-02
        13          0  -1.28836804E-01  -1.30019177E-01
        13          0  -8.04533284E-02  -7.50397024E-02
        13          1   1.45869837E-04   3.75934823E-04
        13          1   4.16340368E-03   4.96731043E-03
        13          1  -4.51372667E-03  -7.63076208E-03
        13          2  -1.54259477E-02  -1.52430923E-02
        13          2   1.24673433E-01   1.25051866E-01
        13          2   8.49670551E-02   8.26704645E-02
        14          0   0.00000000E+00   0.00000000E+00
        14          0  -4.31762164E+00  -4.14974185E+00
        14          0   1.04063643E+00   1.02623542E+00
        14          1   0.00000000E+00   0.00000000E+00
        14          1   2.64432664E+00   2.62298923E+00
        14          1  -2.08462159E+00  -2.01825058E+00
        14          2   0.00000000E+00   0.00000000E+00
        14          2   1.67329500E+00   1.52675262E+00
        14          2   1.04398516E+00   9.92015162E-01
        15          0   0.00000000E+00   0.00000000E+00
        15          0   1.67473506E+00   1.56257290E+00
        15          0  -6.54810352E-01  -6.39570941E-01
        15          1   0.00000000E+00   0.00000000E+00
        15          1  -1.81281446E+00  -1.64270880E+00
        15          1   8.55617640E-01   8.11714648E-01
        15          2   0.00000000E+00   0.00000000E+00
        15          2   1.38079400E-01   8.01358991E-02
        15          2  -2.00807321E-01  -1.72143706E-01
        16          0   0.00000000E+00   0.00000000E+00
        16          0   2.64657621E+00   2.56263712E+00
        16          0   1.64096835E+00   1.64864011E+00
        16          1   0.00000000E+00   0.00000000E+00
        16          1   1.95991099E-01   8.77598337E-02
        16          1   2.14438500E-01   1.79768840E-01
        16          2   0.00000000E+00   0.00000000E+00
        16          2  -2.84256734E+00  -2.65039695E+00
        16          2  -1.85540685E+00  -1.82840895E+00
        17          0   0.00000000E+00   0.00000000E+00
        17          0   0.00000000E+00  -2.77555756E-17
