################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -2.16643676E-01  -2.16806240E-01
         1  -1.00322090E+00  -1.00302843E+00
         2  -9.90371595E-01  -9.90306740E-01
         3  -9.97538389E-01  -9.97430782E-01
         4  -9.97538389E-01  -9.97430782E-01
         5   2.11893419E+00   2.11912619E+00
         6   9.30571546E-01   9.30268573E-01
         8   6.28491289E-01   6.28641706E-01
         9  -2.56597077E-01  -2.56699151E-01
        10  -2.56597077E-01  -2.56699151E-01
        11  -9.90371595E-01  -9.90306740E-01
        12  -9.97538389E-01  -9.97430782E-01
        13  -9.97538389E-01  -9.97430782E-01
        14   2.11893419E+00   2.11912619E+00
        15   4.29274478E-01   4.29264147E-01
        16   9.30571546E-01   9.30268573E-01
        17   5.51191101E-01   5.51153567E-01
        18  -2.16643676E-01  -2.16806240E-01
        19  -2.16643676E-01  -2.16806240E-01
