################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -2.16643676E-01  -2.17105402E-01
         1  -1.00322090E+00  -1.00297913E+00
         2  -9.90371595E-01  -9.90716852E-01
         3  -9.97538389E-01  -9.97017536E-01
         4  -9.97538389E-01  -9.97017536E-01
         5   2.11893419E+00   2.11885679E+00
         6   9.30571546E-01   9.30458002E-01
         8   6.28491289E-01   6.28611772E-01
         9  -2.56597077E-01  -2.56559808E-01
        10  -2.56597077E-01  -2.56559808E-01
        11  -9.90371595E-01  -9.90716852E-01
        12  -9.97538389E-01  -9.97017536E-01
        13  -9.97538389E-01  -9.97017536E-01
        14   2.11893419E+00   2.11885679E+00
        15   4.29274478E-01   4.29370871E-01
        16   9.30571546E-01   9.30458002E-01
        17   5.51191101E-01   5.51006678E-01
        18  -2.16643676E-01  -2.17105402E-01
        19  -2.16643676E-01  -2.17105402E-01
