################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.83430653E-01  -1.83429838E-01
         1  -1.83430652E-01  -1.83429837E-01
         2  -1.83430652E-01  -1.83429837E-01
         3  -1.83430650E-01  -1.83429834E-01
         4  -1.83408003E-01  -1.83407122E-01
         5  -1.83408625E-01  -1.83407909E-01
         6  -1.83389688E-01  -1.83389015E-01
         7  -1.83417741E-01  -1.83416883E-01
         9  -1.83403388E-01  -1.83402830E-01
        10  -1.83430652E-01  -1.83429837E-01
        12  -1.83430650E-01  -1.83429834E-01
        13  -1.83408625E-01  -1.83407909E-01
        14  -1.83408003E-01  -1.83407122E-01
        15  -1.83389688E-01  -1.83389015E-01
        16  -1.83417706E-01  -1.83417023E-01
        17  -1.83417706E-01  -1.83417023E-01
        18  -1.83403499E-01  -1.83402601E-01
        19  -1.83430653E-01  -1.83429838E-01
        20  -1.83430122E-01  -1.83429292E-01
        21  -1.83430122E-01  -1.83429292E-01
        22  -1.83429394E-01  -1.83428558E-01
        23  -1.82833865E-01  -1.82833565E-01
        24  -1.82908853E-01  -1.82908410E-01
        26  -1.83115723E-01  -1.83115249E-01
        27  -1.83115723E-01  -1.83115249E-01
        28  -1.82735151E-01  -1.82736992E-01
        29  -1.83430122E-01  -1.83429292E-01
        31  -1.83429394E-01  -1.83428558E-01
        32  -1.82908853E-01  -1.82908410E-01
        34  -1.82405142E-01  -1.82407861E-01
        35  -1.83100905E-01  -1.83101786E-01
        36  -1.83100905E-01  -1.83101786E-01
        37  -1.82769695E-01  -1.82770259E-01
        38  -1.83430653E-01  -1.83429838E-01
        39  -1.83300788E-01  -1.83300000E-01
        40  -1.83300788E-01  -1.83300000E-01
        41  -1.83136950E-01  -1.83136523E-01
        42  -1.71952439E-01  -1.71973748E-01
        43  -1.76648090E-01  -1.76636066E-01
        44  -1.66725444E-01  -1.66752741E-01
        45  -1.78916806E-01  -1.78908890E-01
        46  -1.78916806E-01  -1.78908890E-01
        47  -1.72122270E-01  -1.72130815E-01
        48  -1.83300788E-01  -1.83300000E-01
        49  -1.83300788E-01  -1.83300000E-01
        50  -1.83136950E-01  -1.83136523E-01
        52  -1.71952439E-01  -1.71973748E-01
        53  -1.66725444E-01  -1.66752741E-01
        54  -1.78078409E-01  -1.78093981E-01
        55  -1.78078409E-01  -1.78093981E-01
        56  -1.74054225E-01  -1.74068749E-01
        57  -1.83430653E-01  -1.83429838E-01
        58  -1.82824976E-01  -1.82824403E-01
        59  -1.82824976E-01  -1.82824403E-01
        60  -1.82071875E-01  -1.82074125E-01
        61  -1.54860256E-01  -1.54858254E-01
        62  -1.70148528E-01  -1.70129391E-01
        63  -1.45284560E-01  -1.45272120E-01
        64  -1.74140939E-01  -1.74127467E-01
        65  -1.74140939E-01  -1.74127467E-01
        66  -1.59223285E-01  -1.59226542E-01
        67  -1.82824976E-01  -1.82824403E-01
        68  -1.82824976E-01  -1.82824403E-01
        69  -1.82071875E-01  -1.82074125E-01
        71  -1.54860256E-01  -1.54858254E-01
        72  -1.45284560E-01  -1.45272120E-01
        74  -1.71901435E-01  -1.71913638E-01
        75  -1.64291377E-01  -1.64304707E-01
