################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0   0.00000000E+00   0.00000000E+00
         0          0   1.74100000E-06  -3.57496131E-05
         0          0   6.94400000E-06   9.54365754E-06
         0          1   0.00000000E+00   0.00000000E+00
         0          1  -1.74100000E-06   3.57496131E-05
         0          1   6.94400000E-06   9.54365754E-06
         0          2   0.00000000E+00   0.00000000E+00
         0          2   0.00000000E+00   9.54097912E-18
         0          2  -1.38880000E-05  -1.90873151E-05
         1          0   4.02000000E-07   8.68611068E-07
         1          0  -4.06410000E-05  -7.80023924E-05
         1          0   3.90320000E-05   4.15971833E-05
         1          1   3.28000000E-07  -1.59673705E-07
         1          1  -2.30900000E-06   3.52537088E-05
         1          1   5.91600000E-06   8.53098346E-06
         1          2  -7.30000000E-07  -7.08937362E-07
         1          2   4.29500000E-05   4.27486836E-05
         1          2  -4.49480000E-05  -5.01281668E-05
         2          0   3.28000000E-07  -1.59673705E-07
         2          0   2.30900000E-06  -3.52537088E-05
         2          0   5.91600000E-06   8.53098346E-06
         2          1   4.02000000E-07   8.68611068E-07
         2          1   4.06410000E-05   7.80023924E-05
         2          1   3.90320000E-05   4.15971833E-05
         2          2  -7.30000000E-07  -7.08937362E-07
         2          2  -4.29500000E-05  -4.27486836E-05
         2          2  -4.49480000E-05  -5.01281668E-05
         3          0  -8.10000000E-07  -7.88598201E-07
         3          0  -3.11650000E-05  -6.85262880E-05
         3          0   4.37080000E-05   4.62713149E-05
         3          1  -8.10000000E-07  -7.88598201E-07
         3          1   3.11650000E-05   6.85262880E-05
         3          1   4.37080000E-05   4.62713149E-05
         3          2   1.62000000E-06   1.57719640E-06
         3          2   0.00000000E+00  -3.46944695E-18
         3          2  -8.74160000E-05  -9.25426297E-05
         4          0   0.00000000E+00   0.00000000E+00
         4          0   7.23757900E-03   7.20008685E-03
         4          0  -4.59517500E-03  -4.58290567E-03
         4          1   0.00000000E+00   0.00000000E+00
         4          1  -6.00699000E-04  -5.82089399E-04
         4          1   5.99195000E-04   5.96544992E-04
         4          2   0.00000000E+00   0.00000000E+00
         4          2  -6.63688000E-03  -6.61799745E-03
         4          2   3.99598000E-03   3.98636068E-03
         5          0   0.00000000E+00   0.00000000E+00
         5          0  -5.77982000E-04  -6.30345904E-04
         5          0  -5.79644000E-04  -5.73830179E-04
         5          1   0.00000000E+00   0.00000000E+00
         5          1   6.94855200E-03   6.98869898E-03
         5          1   4.29169300E-03   4.28784427E-03
         5          2   0.00000000E+00   0.00000000E+00
         5          2  -6.37057000E-03  -6.35835308E-03
         5          2  -3.71204900E-03  -3.71401409E-03
         6          0   0.00000000E+00   0.00000000E+00
         6          0  -6.36876300E-03  -6.39399612E-03
         6          0   4.87681800E-03   4.86962751E-03
         6          1   0.00000000E+00   0.00000000E+00
         6          1  -6.63855500E-03  -6.58214980E-03
         6          1  -5.18889900E-03  -5.17142817E-03
         6          2   0.00000000E+00   0.00000000E+00
         6          2   1.30073180E-02   1.29761459E-02
         6          2   3.12080000E-04   3.01800653E-04
         7          0   0.00000000E+00   0.00000000E+00
         7          0  -4.33300300E-03  -4.36418364E-03
         7          0   4.08233300E-03   4.07683827E-03
         7          1   0.00000000E+00   0.00000000E+00
         7          1  -5.86207000E-04  -5.44653607E-04
         7          1   2.19801000E-04   2.22310098E-04
         7          2   0.00000000E+00   0.00000000E+00
         7          2   4.91920900E-03   4.90883724E-03
         7          2  -4.30213300E-03  -4.29914836E-03
         9          0   0.00000000E+00   0.00000000E+00
         9          0   3.95754300E-03   3.91538606E-03
         9          0  -4.34604200E-03  -4.33535315E-03
         9          1   0.00000000E+00   0.00000000E+00
         9          1  -3.95754300E-03  -3.91538606E-03
         9          1  -4.34604200E-03  -4.33535315E-03
         9          2   0.00000000E+00   0.00000000E+00
         9          2   0.00000000E+00  -1.43114687E-17
         9          2   8.69208300E-03   8.67070630E-03
        10          0  -4.02000000E-07  -8.68611068E-07
        10          0  -4.06410000E-05  -7.80023924E-05
        10          0   3.90320000E-05   4.15971833E-05
        10          1  -3.28000000E-07   1.59673705E-07
        10          1  -2.30900000E-06   3.52537088E-05
        10          1   5.91600000E-06   8.53098346E-06
        10          2   7.30000000E-07   7.08937362E-07
        10          2   4.29500000E-05   4.27486836E-05
        10          2  -4.49480000E-05  -5.01281668E-05
        12          0   8.10000000E-07   7.88598201E-07
        12          0  -3.11650000E-05  -6.85262880E-05
        12          0   4.37080000E-05   4.62713149E-05
        12          1   8.10000000E-07   7.88598201E-07
        12          1   3.11650000E-05   6.85262880E-05
        12          1   4.37080000E-05   4.62713149E-05
        12          2  -1.62000000E-06  -1.57719640E-06
        12          2   0.00000000E+00  -3.46944695E-18
        12          2  -8.74160000E-05  -9.25426297E-05
        13          0   0.00000000E+00   0.00000000E+00
        13          0  -6.94855200E-03  -6.98869898E-03
        13          0   4.29169300E-03   4.28784427E-03
        13          1   0.00000000E+00   0.00000000E+00
        13          1   5.77982000E-04   6.30345904E-04
        13          1  -5.79644000E-04  -5.73830179E-04
        13          2   0.00000000E+00   0.00000000E+00
        13          2   6.37057000E-03   6.35835308E-03
        13          2  -3.71204900E-03  -3.71401409E-03
        14          0   0.00000000E+00   0.00000000E+00
        14          0   6.00699000E-04   5.82089399E-04
        14          0   5.99195000E-04   5.96544992E-04
        14          1   0.00000000E+00   0.00000000E+00
        14          1  -7.23757900E-03  -7.20008685E-03
        14          1  -4.59517500E-03  -4.58290567E-03
        14          2   0.00000000E+00   0.00000000E+00
        14          2   6.63688000E-03   6.61799745E-03
        14          2   3.99598000E-03   3.98636068E-03
        15          0   0.00000000E+00   0.00000000E+00
        15          0   6.63855500E-03   6.58214980E-03
        15          0  -5.18889900E-03  -5.17142817E-03
        15          1   0.00000000E+00   0.00000000E+00
