################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0   0.00000000E+00   0.00000000E+00
         0          0   1.74100000E-06   5.05208288E-05
         0          0   6.94400000E-06   5.89177492E-05
         0          1   0.00000000E+00   0.00000000E+00
         0          1  -1.74100000E-06  -5.05208288E-05
         0          1   6.94400000E-06   5.89177492E-05
         0          2   0.00000000E+00   0.00000000E+00
         0          2   0.00000000E+00   1.43114687E-17
         0          2  -1.38880000E-05  -1.17835498E-04
         1          0   4.02000000E-07   7.17926537E-07
         1          0  -4.06410000E-05   8.47182558E-06
         1          0   3.90320000E-05   9.08022290E-05
         1          1   3.28000000E-07   8.29608358E-07
         1          1  -2.30900000E-06  -5.09781733E-05
         1          1   5.91600000E-06   5.79234764E-05
         1          2  -7.30000000E-07  -1.54753489E-06
         1          2   4.29500000E-05   4.25063478E-05
         1          2  -4.49480000E-05  -1.48725705E-04
         2          0   3.28000000E-07   8.29608358E-07
         2          0   2.30900000E-06   5.09781733E-05
         2          0   5.91600000E-06   5.79234764E-05
         2          1   4.02000000E-07   7.17926537E-07
         2          1   4.06410000E-05  -8.47182558E-06
         2          1   3.90320000E-05   9.08022290E-05
         2          2  -7.30000000E-07  -1.54753489E-06
         2          2  -4.29500000E-05  -4.25063478E-05
         2          2  -4.49480000E-05  -1.48725705E-04
         3          0  -8.10000000E-07  -1.62777202E-06
         3          0  -3.11650000E-05   1.79589198E-05
         3          0   4.37080000E-05   9.55101741E-05
         3          1  -8.10000000E-07  -1.62777202E-06
         3          1   3.11650000E-05  -1.79589198E-05
         3          1   4.37080000E-05   9.55101741E-05
         3          2   1.62000000E-06   3.25554403E-06
         3          2   0.00000000E+00   8.45677695E-18
         3          2  -8.74160000E-05  -1.91020348E-04
         4          0   0.00000000E+00   0.00000000E+00
         4          0   7.23757900E-03   7.25716715E-03
         4          0  -4.59517500E-03  -4.50485503E-03
         4          1   0.00000000E+00   0.00000000E+00
         4          1  -6.00699000E-04  -6.77156173E-04
         4          1   5.99195000E-04   6.44184100E-04
         4          2   0.00000000E+00   0.00000000E+00
         4          2  -6.63688000E-03  -6.58001098E-03
         4          2   3.99598000E-03   3.86067093E-03
         5          0   0.00000000E+00   0.00000000E+00
         5          0  -5.77982000E-04  -5.52463472E-04
         5          0  -5.79644000E-04  -5.22961571E-04
         5          1   0.00000000E+00   0.00000000E+00
         5          1   6.94855200E-03   6.87714634E-03
         5          1   4.29169300E-03   4.31234589E-03
         5          2   0.00000000E+00   0.00000000E+00
         5          2  -6.37057000E-03  -6.32468287E-03
         5          2  -3.71204900E-03  -3.78938432E-03
         6          0   0.00000000E+00   0.00000000E+00
         6          0  -6.36876300E-03  -6.27410456E-03
         6          0   4.87681800E-03   4.89277937E-03
         6          1   0.00000000E+00   0.00000000E+00
         6          1  -6.63855500E-03  -6.63048306E-03
         6          1  -5.18889900E-03  -5.09156784E-03
         6          2   0.00000000E+00   0.00000000E+00
         6          2   1.30073180E-02   1.29045876E-02
         6          2   3.12080000E-04   1.98788469E-04
         7          0   0.00000000E+00   0.00000000E+00
         7          0  -4.33300300E-03  -4.25254549E-03
         7          0   4.08233300E-03   4.10775990E-03
         7          1   0.00000000E+00   0.00000000E+00
         7          1  -5.86207000E-04  -6.29400367E-04
         7          1   2.19801000E-04   2.75503972E-04
         7          2   0.00000000E+00   0.00000000E+00
         7          2   4.91920900E-03   4.88194586E-03
         7          2  -4.30213300E-03  -4.38326387E-03
         9          0   0.00000000E+00   0.00000000E+00
         9          0   3.95754300E-03   3.97544629E-03
         9          0  -4.34604200E-03  -4.27114234E-03
         9          1   0.00000000E+00   0.00000000E+00
         9          1  -3.95754300E-03  -3.97544629E-03
         9          1  -4.34604200E-03  -4.27114234E-03
         9          2   0.00000000E+00   0.00000000E+00
         9          2   0.00000000E+00   1.14925430E-17
         9          2   8.69208300E-03   8.54228467E-03
        10          0  -4.02000000E-07  -7.17926537E-07
        10          0  -4.06410000E-05   8.47182558E-06
        10          0   3.90320000E-05   9.08022290E-05
        10          1  -3.28000000E-07  -8.29608358E-07
        10          1  -2.30900000E-06  -5.09781733E-05
        10          1   5.91600000E-06   5.79234764E-05
        10          2   7.30000000E-07   1.54753489E-06
        10          2   4.29500000E-05   4.25063478E-05
        10          2  -4.49480000E-05  -1.48725705E-04
        12          0   8.10000000E-07   1.62777202E-06
        12          0  -3.11650000E-05   1.79589198E-05
        12          0   4.37080000E-05   9.55101741E-05
        12          1   8.10000000E-07   1.62777202E-06
        12          1   3.11650000E-05  -1.79589198E-05
        12          1   4.37080000E-05   9.55101741E-05
        12          2  -1.62000000E-06  -3.25554403E-06
        12          2   0.00000000E+00   8.45677695E-18
        12          2  -8.74160000E-05  -1.91020348E-04
        13          0   0.00000000E+00   0.00000000E+00
        13          0  -6.94855200E-03  -6.87714634E-03
        13          0   4.29169300E-03   4.31234589E-03
        13          1   0.00000000E+00   0.00000000E+00
        13          1   5.77982000E-04   5.52463472E-04
        13          1  -5.79644000E-04  -5.22961571E-04
        13          2   0.00000000E+00   0.00000000E+00
        13          2   6.37057000E-03   6.32468287E-03
        13          2  -3.71204900E-03  -3.78938432E-03
        14          0   0.00000000E+00   0.00000000E+00
        14          0   6.00699000E-04   6.77156173E-04
        14          0   5.99195000E-04   6.44184100E-04
        14          1   0.00000000E+00   0.00000000E+00
        14          1  -7.23757900E-03  -7.25716715E-03
        14          1  -4.59517500E-03  -4.50485503E-03
        14          2   0.00000000E+00   0.00000000E+00
        14          2   6.63688000E-03   6.58001098E-03
        14          2   3.99598000E-03   3.86067093E-03
        15          0   0.00000000E+00   0.00000000E+00
        15          0   6.63855500E-03   6.63048306E-03
        15          0  -5.18889900E-03  -5.09156784E-03
        15          1   0.00000000E+00   0.00000000E+00
        15          1   6.36876300E-03   6.27410456E-03
        15          1   4.87681800E-03   4.89277937E-03
        15          2   0.00000000E+00   0.00000000E+00
        15          2  -1.30073180E-02  -1.29045876E-02
        15          2   3.12080000E-04   1.98788469E-04
        16          0   0.00000000E+00   0.00000000E+00
        16          0   4.54980100E-03   4.56068273E-03
        16          0  -4.12696800E-03  -4.04564721E-03
        16          1   0.00000000E+00   0.00000000E+00
        16          1   5.92564000E-04   5.37685908E-04
        16          1  -2.09064000E-04  -1.62170231E-04
        16          2   0.00000000E+00   0.00000000E+00
        16          2  -5.14236500E-03  -5.09836864E-03
        16          2   4.33603200E-03   4.20781744E-03
        17          0   0.00000000E+00   0.00000000E+00
        17          0  -5.92564000E-04  -5.37685908E-04
        17          0  -2.09064000E-04  -1.62170231E-04
        17          1   0.00000000E+00   0.00000000E+00
        17          1  -4.54980100E-03  -4.56068273E-03
        17          1  -4.12696800E-03  -4.04564721E-03
        17          2   0.00000000E+00   0.00000000E+00
        17          2   5.14236500E-03   5.09836864E-03
        17          2   4.33603200E-03   4.20781744E-03
        18          0   0.00000000E+00   0.00000000E+00
        18          0  -3.74678600E-03  -3.67108074E-03
        18          0   4.29195600E-03   4.31975928E-03
        18          1   0.00000000E+00   0.00000000E+00
        18          1   3.74678600E-03   3.67108074E-03
        18          1   4.29195600E-03   4.31975928E-03
        18          2   0.00000000E+00   0.00000000E+00
        18          2   0.00000000E+00  -5.20417043E-18
        18          2  -8.58391200E-03  -8.63951856E-03
        19          0   0.00000000E+00   0.00000000E+00
        19          0   1.74100000E-06   5.05208288E-05
        19          0   6.94400000E-06   5.89177492E-05
        19          1   0.00000000E+00   0.00000000E+00
        19          1  -1.74100000E-06  -5.05208288E-05
        19          1   6.94400000E-06   5.89177492E-05
        19          2   0.00000000E+00   0.00000000E+00
        19          2   0.00000000E+00   1.43114687E-17
        19          2  -1.38880000E-05  -1.17835498E-04
        20          0   6.79850000E-05   6.90281504E-05
        20          0  -1.05099800E-03  -9.94265521E-04
        20          0   8.04187000E-04   8.51035188E-04
        20          1   9.39000000E-07   3.49246203E-06
        20          1  -1.58800000E-05  -6.19433157E-05
        20          1  -1.87390000E-05   3.40553531E-05
        20          2  -6.89240000E-05  -7.25206124E-05
        20          2   1.06687800E-03   1.05620884E-03
        20          2  -7.85448000E-04  -8.85090541E-04
        21          0   9.39000000E-07   3.49246203E-06
        21          0   1.58800000E-05   6.19433157E-05
        21          0  -1.87390000E-05   3.40553531E-05
        21          1   6.79850000E-05   6.90281504E-05
        21          1   1.05099800E-03   9.94265521E-04
        21          1   8.04187000E-04   8.51035188E-04
        21          2  -6.89240000E-05  -7.25206124E-05
        21          2  -1.06687800E-03  -1.05620884E-03
        21          2  -7.85448000E-04  -8.85090541E-04
        22          0  -7.88100000E-05  -8.24423473E-05
        22          0  -8.14739000E-04  -7.57709445E-04
        22          0   9.19942000E-04   9.67467541E-04
        22          1  -7.88100000E-05  -8.24423473E-05
        22          1   8.14739000E-04   7.57709445E-04
        22          1   9.19942000E-04   9.67467541E-04
        22          2   1.57619000E-04   1.64884695E-04
        22          2   0.00000000E+00  -5.63785130E-18
        22          2  -1.83988500E-03  -1.93493508E-03
        23          0   0.00000000E+00   0.00000000E+00
        23          0   3.91359030E-02   3.89790410E-02
        23          0  -2.65197340E-02  -2.62140413E-02
        23          1   0.00000000E+00   0.00000000E+00
        23          1  -3.19865000E-03  -3.41453512E-03
        23          1   3.02523400E-03   3.02304514E-03
        23          2   0.00000000E+00   0.00000000E+00
        23          2  -3.59372530E-02  -3.55645059E-02
        23          2   2.34944990E-02   2.31909961E-02
        24          0   0.00000000E+00   0.00000000E+00
        24          0  -2.71349800E-03  -2.73069867E-03
        24          0  -2.86960000E-03  -2.81697500E-03
        24          1   0.00000000E+00   0.00000000E+00
        24          1   3.20047100E-02   3.19079823E-02
        24          1   1.85639670E-02   1.85303163E-02
        24          2   0.00000000E+00   0.00000000E+00
        24          2  -2.92912120E-02  -2.91772836E-02
        24          2  -1.56943660E-02  -1.57133413E-02
        26          0   0.00000000E+00   0.00000000E+00
        26          0  -1.96240170E-02  -1.94857563E-02
        26          0   1.96940300E-02   1.96560453E-02
        26          1   0.00000000E+00   0.00000000E+00
        26          1  -2.82240600E-03  -2.85046883E-03
        26          1   1.03673400E-03   1.09454886E-03
        26          2   0.00000000E+00   0.00000000E+00
        26          2   2.24464240E-02   2.23362251E-02
        26          2  -2.07307650E-02  -2.07505942E-02
        27          0   0.00000000E+00   0.00000000E+00
        27          0   2.82240600E-03   2.85046883E-03
        27          0   1.03673400E-03   1.09454886E-03
        27          1   0.00000000E+00   0.00000000E+00
        27          1   1.96240170E-02   1.94857563E-02
        27          1   1.96940300E-02   1.96560453E-02
        27          2   0.00000000E+00   0.00000000E+00
        27          2  -2.24464240E-02  -2.23362251E-02
        27          2  -2.07307650E-02  -2.07505942E-02
        28          0   0.00000000E+00   0.00000000E+00
        28          0   2.19507790E-02   2.18195123E-02
        28          0  -2.22999490E-02  -2.21567199E-02
        28          1   0.00000000E+00   0.00000000E+00
        28          1  -2.19507790E-02  -2.18195123E-02
        28          1  -2.22999490E-02  -2.21567199E-02
        28          2   0.00000000E+00   0.00000000E+00
        28          2   0.00000000E+00   9.32413868E-18
        28          2   4.45998970E-02   4.43134399E-02
        29          0  -6.79850000E-05  -6.90281504E-05
        29          0  -1.05099800E-03  -9.94265521E-04
        29          0   8.04187000E-04   8.51035188E-04
        29          1  -9.39000000E-07  -3.49246203E-06
        29          1  -1.58800000E-05  -6.19433157E-05
        29          1  -1.87390000E-05   3.40553531E-05
        29          2   6.89240000E-05   7.25206124E-05
        29          2   1.06687800E-03   1.05620884E-03
        29          2  -7.85448000E-04  -8.85090541E-04
        31          0   7.88100000E-05   8.24423473E-05
        31          0  -8.14739000E-04  -7.57709445E-04
        31          0   9.19942000E-04   9.67467541E-04
        31          1   7.88100000E-05   8.24423473E-05
        31          1   8.14739000E-04   7.57709445E-04
        31          1   9.19942000E-04   9.67467541E-04
        31          2  -1.57619000E-04  -1.64884695E-04
        31          2   0.00000000E+00  -5.63785130E-18
        31          2  -1.83988500E-03  -1.93493508E-03
