################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         8          0   0.00000000E+00   0.00000000E+00
         8          0   5.86207000E-04   6.38923480E-04
         8          0   2.19801000E-04   2.26629131E-04
         8          1   0.00000000E+00   0.00000000E+00
         8          1   4.33300300E-03   4.26263469E-03
         8          1   4.08233300E-03   4.07418823E-03
         8          2   0.00000000E+00   0.00000000E+00
         8          2  -4.91920900E-03  -4.90155817E-03
         8          2  -4.30213300E-03  -4.30081736E-03
        11          0  -3.28000000E-07  -5.04753752E-07
        11          0   2.30900000E-06   5.99142461E-05
        11          0   5.91600000E-06   1.28894568E-05
        11          1  -4.02000000E-07  -2.77595360E-07
        11          1   4.06410000E-05  -1.72315087E-05
        11          1   3.90320000E-05   4.59046471E-05
        11          2   7.30000000E-07   7.82349112E-07
        11          2  -4.29500000E-05  -4.26827373E-05
        11          2  -4.49480000E-05  -5.87941039E-05
        25          0   0.00000000E+00   0.00000000E+00
        25          0  -2.92817120E-02  -2.91922698E-02
        25          0   2.14053360E-02   2.13828315E-02
        25          1   0.00000000E+00   0.00000000E+00
        25          1  -3.59306340E-02  -3.57680834E-02
        25          1  -2.95747960E-02  -2.93920609E-02
        25          2   0.00000000E+00   0.00000000E+00
        25          2   6.52123460E-02   6.49603532E-02
        25          2   8.16946000E-03   8.00922942E-03
        30          0  -9.39000000E-07  -1.86113963E-06
        30          0   1.58800000E-05   7.12243354E-05
        30          0  -1.87390000E-05  -1.14109337E-05
        30          1  -6.79850000E-05  -6.70722868E-05
        30          1   1.05099800E-03   9.89341790E-04
        30          1   8.04187000E-04   8.08939274E-04
        30          2   6.89240000E-05   6.89334264E-05
        30          2  -1.06687800E-03  -1.06056613E-03
        30          2  -7.85448000E-04  -7.97528340E-04
        33          0   0.00000000E+00   0.00000000E+00
        33          0   3.19865000E-03   3.40187755E-03
        33          0   3.02523400E-03   2.98355637E-03
        33          1   0.00000000E+00   0.00000000E+00
        33          1  -3.91359030E-02  -3.91190583E-02
        33          1  -2.65197340E-02  -2.63827442E-02
        33          2   0.00000000E+00   0.00000000E+00
        33          2   3.59372530E-02   3.57171808E-02
        33          2   2.34944990E-02   2.33991878E-02
        51          0   0.00000000E+00   0.00000000E+00
        51          0  -9.26896650E-02  -9.29366550E-02
        51          0   4.31211920E-02   4.32701692E-02
        51          1   0.00000000E+00   0.00000000E+00
        51          1   8.46245300E-03   8.31828285E-03
        51          1  -1.06552510E-02  -1.07739436E-02
        51          2   0.00000000E+00   0.00000000E+00
        51          2   8.42272120E-02   8.46183722E-02
        51          2  -3.24659420E-02  -3.24962256E-02
        70          0   0.00000000E+00   0.00000000E+00
        70          0  -1.11409780E-01  -1.11373138E-01
        70          0   4.49927070E-02   4.49757365E-02
        70          1   0.00000000E+00   0.00000000E+00
        70          1   1.06916350E-02   1.07383891E-02
        70          1  -1.51199130E-02  -1.50783661E-02
        70          2   0.00000000E+00   0.00000000E+00
        70          2   1.00718145E-01   1.00634749E-01
        70          2  -2.98727940E-02  -2.98973703E-02
        73          0   0.00000000E+00   0.00000000E+00
        73          0   2.29135956E-01   2.29422864E-01
        73          0  -1.09367564E-01  -1.09489779E-01
        73          1   0.00000000E+00   0.00000000E+00
        73          1   2.06456370E-02   2.04784178E-02
        73          1  -6.77591600E-03  -6.92320926E-03
        73          2   0.00000000E+00   0.00000000E+00
        73          2  -2.49781592E-01  -2.49901282E-01
        73          2   1.16143480E-01   1.16412988E-01
