################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         8          0   0.00000000E+00   0.00000000E+00
         8          0   5.86207000E-04   5.83942079E-04
         8          0   2.19801000E-04   2.42695639E-04
         8          1   0.00000000E+00   0.00000000E+00
         8          1   4.33300300E-03   4.31817594E-03
         8          1   4.08233300E-03   4.09141996E-03
         8          2   0.00000000E+00   0.00000000E+00
         8          2  -4.91920900E-03  -4.90211802E-03
         8          2  -4.30213300E-03  -4.33411560E-03
        11          0  -3.28000000E-07  -2.83586114E-07
        11          0   2.30900000E-06   4.72814244E-06
        11          0   5.91600000E-06   2.96218288E-05
        11          1  -4.02000000E-07  -7.83995191E-07
        11          1   4.06410000E-05   3.79594313E-05
        11          1   3.90320000E-05   6.26407601E-05
        11          2   7.30000000E-07   1.06758130E-06
        11          2  -4.29500000E-05  -4.26875738E-05
        11          2  -4.49480000E-05  -9.22625889E-05
        25          0   0.00000000E+00   0.00000000E+00
        25          0  -2.92817120E-02  -2.92528838E-02
        25          0   2.14053360E-02   2.14021365E-02
        25          1   0.00000000E+00   0.00000000E+00
        25          1  -3.59306340E-02  -3.57184648E-02
        25          1  -2.95747960E-02  -2.93791365E-02
        25          2   0.00000000E+00   0.00000000E+00
        25          2   6.52123460E-02   6.49713487E-02
        25          2   8.16946000E-03   7.97699993E-03
        30          0  -9.39000000E-07  -7.57644588E-07
        30          0   1.58800000E-05   1.61892681E-05
        30          0  -1.87390000E-05   5.25960557E-06
        30          1  -6.79850000E-05  -6.96042962E-05
        30          1   1.05099800E-03   1.04449734E-03
        30          1   8.04187000E-04   8.25703004E-04
        30          2   6.89240000E-05   7.03619408E-05
        30          2  -1.06687800E-03  -1.06068660E-03
        30          2  -7.85448000E-04  -8.30962610E-04
        33          0   0.00000000E+00   0.00000000E+00
        33          0   3.19865000E-03   3.33984681E-03
        33          0   3.02523400E-03   3.00142547E-03
        33          1   0.00000000E+00   0.00000000E+00
        33          1  -3.91359030E-02  -3.90623639E-02
        33          1  -2.65197340E-02  -2.63680331E-02
        33          2   0.00000000E+00   0.00000000E+00
        33          2   3.59372530E-02   3.57225171E-02
        33          2   2.34944990E-02   2.33666076E-02
        51          0   0.00000000E+00   0.00000000E+00
        51          0  -9.26896650E-02  -9.29830746E-02
        51          0   4.31211920E-02   4.32908454E-02
        51          1   0.00000000E+00   0.00000000E+00
        51          1   8.46245300E-03   8.34630208E-03
        51          1  -1.06552510E-02  -1.07620487E-02
        51          2   0.00000000E+00   0.00000000E+00
        51          2   8.42272120E-02   8.46367725E-02
        51          2  -3.24659420E-02  -3.25287967E-02
        70          0   0.00000000E+00   0.00000000E+00
        70          0  -1.11409780E-01  -1.11410445E-01
        70          0   4.49927070E-02   4.49915263E-02
        70          1   0.00000000E+00   0.00000000E+00
        70          1   1.06916350E-02   1.07589433E-02
        70          1  -1.51199130E-02  -1.50692902E-02
        70          2   0.00000000E+00   0.00000000E+00
        70          2   1.00718145E-01   1.00651502E-01
        70          2  -2.98727940E-02  -2.99222361E-02
        73          0   0.00000000E+00   0.00000000E+00
        73          0   2.29135956E-01   2.29417407E-01
        73          0  -1.09367564E-01  -1.09492682E-01
        73          1   0.00000000E+00   0.00000000E+00
        73          1   2.06456370E-02   2.05292690E-02
        73          1  -6.77591600E-03  -6.88884147E-03
        73          2   0.00000000E+00   0.00000000E+00
        73          2  -2.49781592E-01  -2.49946676E-01
        73          2   1.16143480E-01   1.16381523E-01
