################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0   0.00000000E+00   0.00000000E+00
         0          0   1.74100000E-06  -5.98735013E-05
         0          0   6.94400000E-06   2.86912943E-05
         0          1   0.00000000E+00   0.00000000E+00
         0          1  -1.74100000E-06   5.98735013E-05
         0          1   6.94400000E-06   2.86912943E-05
         0          2   0.00000000E+00   0.00000000E+00
         0          2   0.00000000E+00   1.49619900E-17
         0          2  -1.38880000E-05  -5.73825886E-05
         1          0   4.02000000E-07   1.18990297E-06
         1          0  -4.06410000E-05  -1.02064135E-04
         1          0   3.90320000E-05   6.06892340E-05
         1          1   3.28000000E-07  -1.55581358E-07
         1          1  -2.30900000E-06   5.93915415E-05
         1          1   5.91600000E-06   2.76818899E-05
         1          2  -7.30000000E-07  -1.03432161E-06
         1          2   4.29500000E-05   4.26725938E-05
         1          2  -4.49480000E-05  -8.83711239E-05
         2          0   3.28000000E-07  -1.55581358E-07
         2          0   2.30900000E-06  -5.93915415E-05
         2          0   5.91600000E-06   2.76818899E-05
         2          1   4.02000000E-07   1.18990297E-06
         2          1   4.06410000E-05   1.02064135E-04
         2          1   3.90320000E-05   6.06892340E-05
         2          2  -7.30000000E-07  -1.03432161E-06
         2          2  -4.29500000E-05  -4.26725938E-05
         2          2  -4.49480000E-05  -8.83711239E-05
         3          0  -8.10000000E-07  -1.11387023E-06
         3          0  -3.11650000E-05  -9.25952605E-05
         3          0   4.37080000E-05   6.53567813E-05
         3          1  -8.10000000E-07  -1.11387023E-06
         3          1   3.11650000E-05   9.25952605E-05
         3          1   4.37080000E-05   6.53567813E-05
         3          2   1.62000000E-06   2.22774046E-06
         3          2   0.00000000E+00  -2.81892565E-18
         3          2  -8.74160000E-05  -1.30713563E-04
         4          0   0.00000000E+00   0.00000000E+00
         4          0   7.23757900E-03   7.16656303E-03
         4          0  -4.59517500E-03  -4.55542030E-03
         4          1   0.00000000E+00   0.00000000E+00
         4          1  -6.00699000E-04  -5.60524070E-04
         4          1   5.99195000E-04   6.14418119E-04
         4          2   0.00000000E+00   0.00000000E+00
         4          2  -6.63688000E-03  -6.60603896E-03
         4          2   3.99598000E-03   3.94100218E-03
         5          0   0.00000000E+00   0.00000000E+00
         5          0  -5.77982000E-04  -6.57123256E-04
         5          0  -5.79644000E-04  -5.53485805E-04
         5          1   0.00000000E+00   0.00000000E+00
         5          1   6.94855200E-03   7.00507315E-03
         5          1   4.29169300E-03   4.29998175E-03
         5          2   0.00000000E+00   0.00000000E+00
         5          2  -6.37057000E-03  -6.34794989E-03
         5          2  -3.71204900E-03  -3.74649594E-03
         6          0   0.00000000E+00   0.00000000E+00
         6          0  -6.36876300E-03  -6.40773165E-03
         6          0   4.87681800E-03   4.88057255E-03
         6          1   0.00000000E+00   0.00000000E+00
         6          1  -6.63855500E-03  -6.54608202E-03
         6          1  -5.18889900E-03  -5.14268590E-03
         6          2   0.00000000E+00   0.00000000E+00
         6          2   1.30073180E-02   1.29538137E-02
         6          2   3.12080000E-04   2.62113346E-04
         7          0   0.00000000E+00   0.00000000E+00
         7          0  -4.33300300E-03  -4.38114896E-03
         7          0   4.08233300E-03   4.08943855E-03
         7          1   0.00000000E+00   0.00000000E+00
         7          1  -5.86207000E-04  -5.19283364E-04
         7          1   2.19801000E-04   2.41187957E-04
         7          2   0.00000000E+00   0.00000000E+00
         7          2   4.91920900E-03   4.90043233E-03
         7          2  -4.30213300E-03  -4.33062651E-03
         9          0   0.00000000E+00   0.00000000E+00
         9          0   3.95754300E-03   3.88432023E-03
         9          0  -4.34604200E-03  -4.30928554E-03
         9          1   0.00000000E+00   0.00000000E+00
         9          1  -3.95754300E-03  -3.88432023E-03
         9          1  -4.34604200E-03  -4.30928554E-03
         9          2   0.00000000E+00   0.00000000E+00
         9          2   0.00000000E+00  -2.73218947E-17
         9          2   8.69208300E-03   8.61857107E-03
        10          0  -4.02000000E-07  -1.18990297E-06
        10          0  -4.06410000E-05  -1.02064135E-04
        10          0   3.90320000E-05   6.06892340E-05
        10          1  -3.28000000E-07   1.55581358E-07
        10          1  -2.30900000E-06   5.93915415E-05
        10          1   5.91600000E-06   2.76818899E-05
        10          2   7.30000000E-07   1.03432161E-06
        10          2   4.29500000E-05   4.26725938E-05
        10          2  -4.49480000E-05  -8.83711239E-05
        12          0   8.10000000E-07   1.11387023E-06
        12          0  -3.11650000E-05  -9.25952605E-05
        12          0   4.37080000E-05   6.53567813E-05
        12          1   8.10000000E-07   1.11387023E-06
        12          1   3.11650000E-05   9.25952605E-05
        12          1   4.37080000E-05   6.53567813E-05
        12          2  -1.62000000E-06  -2.22774046E-06
        12          2   0.00000000E+00  -2.81892565E-18
        12          2  -8.74160000E-05  -1.30713563E-04
        13          0   0.00000000E+00   0.00000000E+00
        13          0  -6.94855200E-03  -7.00507315E-03
        13          0   4.29169300E-03   4.29998175E-03
        13          1   0.00000000E+00   0.00000000E+00
        13          1   5.77982000E-04   6.57123256E-04
        13          1  -5.79644000E-04  -5.53485805E-04
        13          2   0.00000000E+00   0.00000000E+00
        13          2   6.37057000E-03   6.34794989E-03
        13          2  -3.71204900E-03  -3.74649594E-03
        14          0   0.00000000E+00   0.00000000E+00
        14          0   6.00699000E-04   5.60524070E-04
        14          0   5.99195000E-04   6.14418119E-04
        14          1   0.00000000E+00   0.00000000E+00
        14          1  -7.23757900E-03  -7.16656303E-03
        14          1  -4.59517500E-03  -4.55542030E-03
        14          2   0.00000000E+00   0.00000000E+00
        14          2   6.63688000E-03   6.60603896E-03
        14          2   3.99598000E-03   3.94100218E-03
        15          0   0.00000000E+00   0.00000000E+00
        15          0   6.63855500E-03   6.54608202E-03
        15          0  -5.18889900E-03  -5.14268590E-03
        15          1   0.00000000E+00   0.00000000E+00
        15          1   6.36876300E-03   6.40773165E-03
        15          1   4.87681800E-03   4.88057255E-03
        15          2   0.00000000E+00   0.00000000E+00
        15          2  -1.30073180E-02  -1.29538137E-02
        15          2   3.12080000E-04   2.62113346E-04
        16          0   0.00000000E+00   0.00000000E+00
        16          0   4.54980100E-03   4.47030519E-03
        16          0  -4.12696800E-03  -4.08851340E-03
        16          1   0.00000000E+00   0.00000000E+00
        16          1   5.92564000E-04   6.48555365E-04
        16          1  -2.09064000E-04  -1.87994459E-04
        16          2   0.00000000E+00   0.00000000E+00
        16          2  -5.14236500E-03  -5.11886055E-03
        16          2   4.33603200E-03   4.27650786E-03
        17          0   0.00000000E+00   0.00000000E+00
        17          0  -5.92564000E-04  -6.48555365E-04
        17          0  -2.09064000E-04  -1.87994459E-04
        17          1   0.00000000E+00   0.00000000E+00
        17          1  -4.54980100E-03  -4.47030519E-03
        17          1  -4.12696800E-03  -4.08851340E-03
        17          2   0.00000000E+00   0.00000000E+00
        17          2   5.14236500E-03   5.11886055E-03
        17          2   4.33603200E-03   4.27650786E-03
        18          0   0.00000000E+00   0.00000000E+00
        18          0  -3.74678600E-03  -3.79961959E-03
        18          0   4.29195600E-03   4.29765162E-03
        18          1   0.00000000E+00   0.00000000E+00
        18          1   3.74678600E-03   3.79961959E-03
        18          1   4.29195600E-03   4.29765162E-03
        18          2   0.00000000E+00   0.00000000E+00
        18          2   0.00000000E+00   1.51788304E-17
        18          2  -8.58391200E-03  -8.59530323E-03
        19          0   0.00000000E+00   0.00000000E+00
        19          0   1.74100000E-06  -5.98735013E-05
        19          0   6.94400000E-06   2.86912943E-05
        19          1   0.00000000E+00   0.00000000E+00
        19          1  -1.74100000E-06   5.98735013E-05
        19          1   6.94400000E-06   2.86912943E-05
        19          2   0.00000000E+00   0.00000000E+00
        19          2   0.00000000E+00   1.49619900E-17
        19          2  -1.38880000E-05  -5.73825886E-05
        20          0   6.79850000E-05   7.16131504E-05
        20          0  -1.05099800E-03  -1.10815610E-03
        20          0   8.04187000E-04   8.23610943E-04
        20          1   9.39000000E-07  -1.42948374E-06
        20          1  -1.58800000E-05   4.78411774E-05
        20          1  -1.87390000E-05   3.45504290E-06
        20          2  -6.89240000E-05  -7.01836667E-05
        20          2   1.06687800E-03   1.06031492E-03
        20          2  -7.85448000E-04  -8.27065986E-04
        21          0   9.39000000E-07  -1.42948374E-06
        21          0   1.58800000E-05  -4.78411774E-05
        21          0  -1.87390000E-05   3.45504290E-06
        21          1   6.79850000E-05   7.16131504E-05
        21          1   1.05099800E-03   1.10815610E-03
        21          1   8.04187000E-04   8.23610943E-04
        21          2  -6.89240000E-05  -7.01836667E-05
        21          2  -1.06687800E-03  -1.06031492E-03
        21          2  -7.85448000E-04  -8.27065986E-04
        22          0  -7.88100000E-05  -8.00217898E-05
        22          0  -8.14739000E-04  -8.72068039E-04
        22          0   9.19942000E-04   9.39062105E-04
        22          1  -7.88100000E-05  -8.00217898E-05
        22          1   8.14739000E-04   8.72068039E-04
        22          1   9.19942000E-04   9.39062105E-04
