################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0   0.00000000E+00   0.00000000E+00
         0          0   5.39331390E-02   5.46298423E-02
         0          0   3.41500720E-02   3.21941426E-02
         0          1   0.00000000E+00   0.00000000E+00
         0          1  -6.78543800E-03  -7.94551415E-03
         0          1  -1.29098300E-03  -4.16930013E-05
         0          2   0.00000000E+00   0.00000000E+00
         0          2  -4.71477010E-02  -4.66843281E-02
         0          2  -3.28590890E-02  -3.21524496E-02
         1          0   0.00000000E+00   0.00000000E+00
         1          0   0.00000000E+00  -2.51534904E-17
         1          0  -3.18000000E-07   9.55044253E-04
         1          1   0.00000000E+00   0.00000000E+00
         1          1   2.05000000E-07   1.25685572E-03
         1          1   1.59000000E-07  -4.77522127E-04
         1          2   0.00000000E+00   0.00000000E+00
         1          2  -2.05000000E-07  -1.25685572E-03
         1          2   1.59000000E-07  -4.77522127E-04
         2          0   1.06637000E-03   1.41601761E-03
         2          0   0.00000000E+00   9.10729825E-18
         2          0  -5.92966600E-03  -7.87392171E-03
         2          1  -5.33185000E-04  -7.08008807E-04
         2          1  -2.80832500E-03  -3.95424802E-03
         2          1   2.96483300E-03   3.93696085E-03
         2          2  -5.33185000E-04  -7.08008807E-04
         2          2   2.80832500E-03   3.95424802E-03
         2          2   2.96483300E-03   3.93696085E-03
         3          0  -4.67402000E-04  -5.69522182E-04
         3          0   3.94097800E-03   4.77425247E-03
         3          0  -2.46098000E-03  -3.01795634E-03
         3          1   4.71863000E-04   5.43654783E-04
         3          1  -3.81362500E-03  -4.14560255E-03
         3          1   2.59905000E-03   3.16689074E-03
         3          2  -4.46200000E-06   2.58673993E-05
         3          2  -1.27354000E-04  -6.28649924E-04
         3          2  -1.38070000E-04  -1.48934395E-04
         4          0  -4.67402000E-04  -5.69522182E-04
         4          0  -3.94097800E-03  -4.77425247E-03
         4          0  -2.46098000E-03  -3.01795634E-03
         4          1  -4.46200000E-06   2.58673993E-05
         4          1   1.27354000E-04   6.28649924E-04
         4          1  -1.38070000E-04  -1.48934395E-04
         4          2   4.71863000E-04   5.43654783E-04
         4          2   3.81362500E-03   4.14560255E-03
         4          2   2.59905000E-03   3.16689074E-03
         5          0   0.00000000E+00   0.00000000E+00
         5          0   1.32071360E-01   1.31623701E-01
         5          0   3.18319390E-02   3.25074945E-02
         5          1   0.00000000E+00   0.00000000E+00
         5          1  -5.11842780E-02  -5.21064257E-02
         5          1   3.19343730E-02   3.14841546E-02
         5          2   0.00000000E+00   0.00000000E+00
         5          2  -8.08870820E-02  -7.95172756E-02
         5          2  -6.37663120E-02  -6.39916491E-02
         6          0   0.00000000E+00   0.00000000E+00
         6          0  -8.09558940E-02  -8.01967183E-02
         6          0   5.01954410E-02   5.18921480E-02
         6          1   0.00000000E+00   0.00000000E+00
         6          1   8.69510500E-02   8.64794666E-02
         6          1  -5.67548820E-02  -5.73785852E-02
         6          2   0.00000000E+00   0.00000000E+00
         6          2  -5.99515500E-03  -6.28274834E-03
         6          2   6.55944100E-03   5.48643726E-03
         8          0   0.00000000E+00   0.00000000E+00
         8          0   0.00000000E+00  -2.08166817E-17
         8          0   6.79545940E-02   6.54983125E-02
         8          1   0.00000000E+00   0.00000000E+00
         8          1   4.06852780E-02   4.09002366E-02
         8          1  -3.39772970E-02  -3.27491562E-02
         8          2   0.00000000E+00   0.00000000E+00
         8          2  -4.06852780E-02  -4.09002366E-02
         8          2  -3.39772970E-02  -3.27491562E-02
         9          0   0.00000000E+00   0.00000000E+00
         9          0   3.64444160E-02   3.51968464E-02
         9          0  -3.17612850E-02  -3.40912017E-02
         9          1   0.00000000E+00   0.00000000E+00
         9          1  -3.05684250E-02  -2.98624137E-02
         9          1   3.04471560E-02   3.11330130E-02
         9          2   0.00000000E+00   0.00000000E+00
         9          2  -5.87599000E-03  -5.33443264E-03
         9          2   1.31412800E-03   2.95818870E-03
        10          0   0.00000000E+00   0.00000000E+00
        10          0  -3.64444160E-02  -3.51968464E-02
        10          0  -3.17612850E-02  -3.40912017E-02
        10          1   0.00000000E+00   0.00000000E+00
        10          1   5.87599000E-03   5.33443264E-03
        10          1   1.31412800E-03   2.95818870E-03
