################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.1712587686229582E-01 a         1     0     1     1     1
 -1.3202562473428475E-01 a         2     0     1     1     2
  2.6269777107691417E-01 a         3     0     1     1     3
  3.9321023648053802E-02 a         4     0     1     1     4
  1.7311258636908378E-01 a         5     0     1     1     5
  1.6649626559754019E-01 a         6     0     1     1     6
 -2.8279593603697062E-01 a         7     0     1     1     7
 -1.6151410019278847E-01 a         8     0     1     1     8
 -2.4060593913302028E-01 a         9     0     1     1     9
  4.3061487810506605E-01 a        10     0     1     1    10
 -1.4215681825672080E-01 a        11     0     1     1    11
  3.6900789258111349E-01 a        12     0     1     1    12
  9.9165260726664567E-02 a        13     0     1     1    13
  2.8479707274212746E-01 a        14     0     1     1    14
  6.2139069618437591E-02 a        15     0     1     1    15
  3.8732781103809560E-01 a        16     0     1     1    16
 -9.2981562874632287E-03 a        17     0     1     1    17
  3.5661598275159173E-01 a        18     0     1     1    18
 -1.0653621083504417E-01 a        19     0     1     1    19
 -3.7636045348128544E-01 a        20     0     1     1    20
 -1.6981909435382794E-01 a        21     0     1     1    21
 -1.4358525429616650E-01 a        22     0     1     1    22
 -1.0014709346730737E-01 a        23     0     1     1    23
 -2.1502486183992414E-01 a        24     0     1     1    24
  2.8876430129163944E-01 a        25     0     1     1    25
 -2.7670129423156964E-01 a        26     0     2     1     1
  1.7611285754855005E-01 a        27     0     2     1     2
 -2.4189154464160387E-01 a        28     0     2     1     3
  3.9707809400738969E-01 a        29     0     2     1     4
  1.5058555368403864E-02 a        30     0     2     1     5
 -3.5640837065599285E-01 a        31     0     2     1     6
  2.0223936023583706E-03 a        32     0     2     1     7
 -2.8189894602444709E-01 a        33     0     2     1     8
 -1.1831309739220119E-01 a        34     0     2     1     9
  3.3461237285520512E-01 a        35     0     2     1    10
 -9.7525189823242805E-02 a        36     0     2     1    11
  2.3737921158218603E-01 a        37     0     2     1    12
  1.4572361583550819E-01 a        38     0     2     1    13
  1.2025883384160677E-02 a        39     0     2     1    14
  2.6893373706584661E-01 a        40     0     2     1    15
  1.1342528350272998E-01 a        41     0     2     1    16
  1.0944878248729689E-01 a        42     0     2     1    17
  5.6284328616754387E-01 a        43     0     2     1    18
 -2.1035099107933669E-01 a        44     0     2     1    19
 -3.1156388703764298E-01 a        45     0     2     1    20
  6.6341346130700501E-02 a        46     0     2     1    21
 -4.2531727555617183E-01 a        47     0     2     1    22
 -3.9408680470486906E-01 a        48     0     2     1    23
 -3.7388586804213886E-01 a        49     0     2     1    24
  7.4309909678472272E-02 a        50     0     2     1    25
 -3.8773103682672189E-01 a        51     0     3     1     1
  4.6721966616354749E-01 a        52     0     3     1     2
  2.3540505248466537E-01 a        53     0     3     1     3
 -8.8803066111772563E-02 a        54     0     3     1     4
  4.6624400106928676E-01 a        55     0     3     1     5
 -1.4737118636649640E-01 a        56     0     3     1     6
 -1.7349496713669016E-01 a        57     0     3     1     7
  1.4704253962149361E-01 a        58     0     3     1     8
  1.7269715787372955E-01 a        59     0     3     1     9
  6.9298340778937290E-04 a        60     0     3     1    10
 -2.5875655187929153E-01 a        61     0     3     1    11
  3.2642733162597623E-02 a        62     0     3     1    12
 -6.1249956146815478E-02 a        63     0     3     1    13
  1.3247952211189707E-02 a        64     0     3     1    14
  1.9205865956919685E-01 a        65     0     3     1    15
  5.6256968891055831E-02 a        66     0     3     1    16
  2.4335502116941851E-01 a        67     0     3     1    17
 -4.3119624415945419E-02 a        68     0     3     1    18
