################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.8408545909610011E-01 a         1     0     1     1     1
 -7.2393592972077037E-01 a         2     0     1     1     2
 -4.9483161335180624E-02 a         3     0     1     1     3
 -2.4724526014269335E-01 a         4     0     1     1     4
 -2.2451632362452356E-01 a         5     0     1     1     5
 -3.9035177365042562E-01 a         6     0     1     1     6
 -1.5973456115352630E-01 a         7     0     1     1     7
  5.7893565669803124E-02 a         8     0     1     1     8
  6.2159077663043616E-01 a         9     0     1     1     9
  3.4267491655152382E-01 a        10     0     1     1    10
 -1.5589011677765591E-01 a        11     0     1     1    11
 -5.2456142216857804E-01 a        12     0     1     1    12
  2.0016945514153428E-01 a        13     0     1     1    13
  3.9992469518448059E-01 a        14     0     1     1    14
  1.6237027057617021E-01 a        15     0     1     1    15
  2.6041817816667723E-01 a        16     0     1     1    16
  1.4095247728377147E-01 a        17     0     1     1    17
  4.3740247912856500E-01 a        18     0     1     1    18
 -3.4071932478283706E-01 a        19     0     1     1    19
 -1.4637314798992301E-01 a        20     0     1     1    20
  2.2177399027316330E-01 a        21     0     1     1    21
  9.3685132875883412E-02 a        22     0     1     1    22
  3.2094403654199008E-02 a        23     0     1     1    23
 -3.8546308681627567E-01 a        24     0     1     1    24
  6.0999585042909410E-01 a        25     0     1     1    25
 -2.6934332632970837E-02 a        26     0     2     1     1
 -9.0557014160769123E-01 a        27     0     2     1     2
 -2.0450612530372624E-02 a        28     0     2     1     3
  2.4083844869532578E-01 a        29     0     2     1     4
  1.3916855507864226E-01 a        30     0     2     1     5
 -2.9737877602342355E-01 a        31     0     2     1     6
 -6.0695936043890904E-02 a        32     0     2     1     7
  2.4564486852673387E-01 a        33     0     2     1     8
  3.8694095070886858E-01 a        34     0     2     1     9
  2.3783344512329740E-01 a        35     0     2     1    10
  2.7838634226756667E-02 a        36     0     2     1    11
  1.0671544682669894E-01 a        37     0     2     1    12
  3.4442315060978466E-02 a        38     0     2     1    13
 -1.5840606710462626E-01 a        39     0     2     1    14
  6.0412728607764410E-01 a        40     0     2     1    15
