################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.0738390616318106E-01 a         1     0     1     1     1
 -3.3356171666627077E-01 a         2     0     1     1     2
  1.1877389092598899E-01 a         3     0     1     1     3
  1.9355493485995481E-02 a         4     0     1     1     4
  1.6334648973252530E-01 a         5     0     1     1     5
  9.5218588091408596E-02 a         6     0     1     1     6
 -2.6123825411263984E-01 a         7     0     1     1     7
 -2.3864435643792137E-01 a         8     0     1     1     8
 -2.2327992369942551E-01 a         9     0     1     1     9
  2.2956611588055845E-01 a        10     0     1     1    10
 -3.9971404103705144E-01 a        11     0     1     1    11
  8.2586407929833711E-02 a        12     0     1     1    12
  8.1504627140688915E-02 a        13     0     1     1    13
  2.8097390452829568E-01 a        14     0     1     1    14
  4.7596058146142865E-02 a        15     0     1     1    15
  2.1607472207876188E-01 a        16     0     1     1    16
 -3.9358682793190304E-02 a        17     0     1     1    17
  3.3781457831834882E-01 a        18     0     1     1    18
 -1.5836995934956941E-01 a        19     0     1     1    19
 -3.2492474788476855E-01 a        20     0     1     1    20
 -1.3745692477905226E-02 a        21     0     1     1    21
 -6.5913769754309015E-02 a        22     0     1     1    22
 -3.9104484252937577E-01 a        23     0     1     1    23
 -2.6344749791570282E-01 a        24     0     1     1    24
  2.5629460905115964E-01 a        25     0     1     1    25
 -4.5959120934805364E-02 a        26     0     2     1     1
 -1.1820541939705019E-01 a        27     0     2     1     2
 -4.6147553068692476E-01 a        28     0     2     1     3
  3.6013752833370538E-01 a        29     0     2     1     4
 -2.1675369305155606E-02 a        30     0     2     1     5
 -4.2441551513286008E-01 a        31     0     2     1     6
  1.2177439882736295E-01 a        32     0     2     1     7
 -3.9523305829732047E-01 a        33     0     2     1     8
 -1.4046676713330403E-01 a        34     0     2     1     9
  3.0944138127083115E-01 a        35     0     2     1    10
 -5.0109308161566746E-01 a        36     0     2     1    11
 -3.1631479894197984E-01 a        37     0     2     1    12
  1.6098003840677534E-02 a        38     0     2     1    13
  1.3071939988664513E-02 a        39     0     2     1    14
  2.7889082678207050E-01 a        40     0     2     1    15
 -1.2165807624557493E-01 a        41     0     2     1    16
  5.5472233845106411E-02 a        42     0     2     1    17
  5.4239886907251034E-01 a        43     0     2     1    18
 -2.9466847067790036E-01 a        44     0     2     1    19
 -2.1123645636381280E-01 a        45     0     2     1    20
  2.3390009039791204E-01 a        46     0     2     1    21
 -3.0708768564177696E-01 a        47     0     2     1    22
 -7.0848229593725520E-01 a        48     0     2     1    23
 -3.1704273777991121E-01 a        49     0     2     1    24
  6.1152026526604987E-02 a        50     0     2     1    25
 -3.5926929965150312E-01 a        51     0     3     1     1
  3.1364317196953423E-01 a        52     0     3     1     2
  1.4581730218264685E-01 a        53     0     3     1     3
 -9.2862549355276727E-02 a        54     0     3     1     4
  4.8880578462846974E-01 a        55     0     3     1     5
 -2.2149801721971107E-01 a        56     0     3     1     6
 -2.0503175018074191E-01 a        57     0     3     1     7
  8.1944705134979715E-02 a        58     0     3     1     8
  2.1499645083422902E-01 a        59     0     3     1     9
 -2.0463045791315179E-01 a        60     0     3     1    10
 -4.0113337497056900E-01 a        61     0     3     1    11
 -9.9707246534659150E-02 a        62     0     3     1    12
 -2.7097323524995335E-02 a        63     0     3     1    13
  8.9800732190088335E-03 a        64     0     3     1    14
  1.8241859131145621E-01 a        65     0     3     1    15
 -7.9907007835608709E-02 a        66     0     3     1    16
  2.2984826272032166E-01 a        67     0     3     1    17
 -6.4953822154391980E-02 a        68     0     3     1    18
  3.4035686996223946E-01 a        69     0     3     1    19
 -3.0611900108871609E-01 a        70     0     3     1    20
  1.2551327872329038E-01 a        71     0     3     1    21
  2.0866100283364786E-01 a        72     0     3     1    22
 -2.0926868466779189E-01 a        73     0     3     1    23
  5.7095051849006838E-02 a        74     0     3     1    24
 -2.0165492376401015E-01 a        75     0     3     1    25
  1.0369039371572374E-01 a        76     0     4     1     1
 -1.8057309387416876E-01 a        77     0     4     1     2
 -2.3912808354403006E-01 a        78     0     4     1     3
  2.5226114135444022E-01 a        79     0     4     1     4
  2.5368943668558630E-01 a        80     0     4     1     5
  1.7132994035969384E-01 a        81     0     4     1     6
  5.0543588488741215E-02 a        82     0     4     1     7
 -1.7965722111424962E-01 a        83     0     4     1     8
 -1.0502389073483856E-01 a        84     0     4     1     9
  6.4041117322149077E-01 a        85     0     4     1    10
 -2.9821998763967900E-01 a        86     0     4     1    11
  1.5674426988101786E-02 a        87     0     4     1    12
  1.1360748612534427E-01 a        88     0     4     1    13
 -3.7266016161362367E-02 a        89     0     4     1    14
 -2.1094804534262673E-01 a        90     0     4     1    15
 -1.3798378132939351E-01 a        91     0     4     1    16
 -8.1410477496361947E-02 a        92     0     4     1    17
  3.8426569269903094E-01 a        93     0     4     1    18
  1.5822534112558548E-01 a        94     0     4     1    19
 -2.8849081177793678E-01 a        95     0     4     1    20
