################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.33917078E+00  -1.30709076E+00
         1  -9.60769205E-01  -7.87559271E-01
         3  -7.43218016E-02   2.16932162E-01
         4  -6.09187822E-01  -5.57689518E-01
         5  -7.83121240E-01  -5.84502028E-01
         6  -2.43720935E-01  -9.34695021E-02
         7   2.41651386E-01   3.64164341E-01
         8   9.42458027E-01   9.65202870E-01
         9   1.17669681E+00   1.22315413E+00
        10   1.36897745E+00   1.38506481E+00
        11   9.77738150E-01   1.01611998E+00
        12  -5.63178806E-01  -3.62684163E-01
        13  -5.89873730E-01  -4.52699962E-01
        14   1.73928150E-01   2.58891367E-01
        15  -5.46583732E-01  -5.91370468E-01
        16  -1.42033270E+00  -1.17052496E+00
        17   1.79101528E+00   1.68359039E+00
        18   1.70250389E+00   1.59427378E+00
        19  -3.21898708E-01  -3.77335303E-01
