################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.5430131138659218E-01 a         1     0     1     1     1
 -2.1478064319082515E-01 a         2     0     1     1     2
 -1.2393773356602729E-01 a         3     0     1     1     3
 -3.1242094479994015E-01 a         4     0     1     1     4
 -1.1304532182274731E-01 a         5     0     1     1     5
 -3.1844414476025001E-01 a         6     0     1     1     6
 -3.1999329862761344E-01 a         7     0     1     1     7
  2.6741330195734752E-03 a         8     0     1     1     8
  4.4201896813492558E-01 a         9     0     1     1     9
  3.3137190689440771E-01 a        10     0     1     1    10
 -1.9338157819972213E-01 a        11     0     1     1    11
 -4.7815666261071599E-01 a        12     0     1     1    12
  1.4331193942763074E-01 a        13     0     1     1    13
  1.9179388740533213E-01 a        14     0     1     1    14
 -6.5212749670761364E-02 a        15     0     1     1    15
 -7.4862208494089946E-03 a        16     0     1     1    16
  1.9392255791425203E-01 a        17     0     1     1    17
  1.0135523855152202E-01 a        18     0     1     1    18
 -3.5823445577472190E-01 a        19     0     1     1    19
  2.2088762137977197E-01 a        20     0     1     1    20
  1.6503784637431954E-01 a        21     0     1     1    21
  1.6923447619818896E-01 a        22     0     1     1    22
  1.2604589644973496E-01 a        23     0     1     1    23
 -1.3413383107941648E-01 a        24     0     1     1    24
 -1.2091237158716667E-01 a        25     0     1     1    25
  3.6289514516588704E-02 a        26     0     2     1     1
 -4.6760114175142686E-01 a        27     0     2     1     2
 -1.5365864950528710E-01 a        28     0     2     1     3
  2.0019354856525257E-01 a        29     0     2     1     4
  1.2688004601728636E-01 a        30     0     2     1     5
 -1.9022324707857213E-01 a        31     0     2     1     6
