################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         2          0   1.90774446E-01   4.34919151E-02
         2          0  -1.15111682E-01  -3.51497894E-01
         2          0   1.89612496E-01   2.13504401E-01
         2          1  -5.27841471E-02  -5.57461867E-02
         2          1   4.15685543E-01   3.42143979E-01
         2          1  -1.00517043E+00  -5.19198488E-01
         2          2   4.15133371E-02  -1.30117706E-01
         2          2  -4.03701739E-01  -7.10312134E-02
         2          2   8.70713052E-01   3.50808181E-02
         2          3  -7.05475505E-01  -8.36783722E-01
         2          3  -1.22809459E+00  -1.87886367E+00
         2          3  -4.30303273E-02  -3.40769666E-01
         2          4   7.43186691E-01   1.01626146E+00
         2          4   6.93310556E-01   1.36646427E+00
         2          4   4.71786538E-01   8.13306011E-01
         2          5  -2.83529388E-01  -1.34183213E-01
         2          5   3.59277400E-01   7.33271562E-01
         2          5  -2.75680137E-01  -4.10934684E-01
         2          6  -2.28779631E-01  -9.82539167E-01
         2          6   2.12928600E-01  -2.52761481E-01
         2          6   1.34127443E-02   6.70368136E-01
         2          7   1.00388827E+00   1.17877581E+00
         2          7  -7.53757581E-01  -6.24295511E-01
         2          7  -1.34797963E-01  -3.94767799E-01
         2          8  -8.78562266E-01  -5.10263453E-01
         2          8   8.74783426E-01   8.62885414E-01
         2          8   1.44815933E-01  -2.40536869E-01
         2          9  -1.79835702E-01  -4.06211421E-01
         2          9   1.43085504E+00   1.90804435E+00
         2          9   3.19864980E-02  -2.49054816E-02
         2         10   6.19953948E-02   3.85015208E-01
         2         10  -2.61021651E-01  -6.46129596E-01
         2         10  -5.88992673E-01  -9.74030001E-01
         2         11   1.59059944E-01   2.19969564E-01
         2         11  -8.42242738E-01  -1.37543523E+00
         2         11   7.89545894E-01   7.97894516E-01
         2         12  -7.25217335E-01  -1.26524990E+00
         2         12   3.70343793E-01   4.25254757E-01
         2         12  -5.23029898E-02  -4.39124955E-01
         2         13   6.91965221E-01   7.90368819E-01
         2         13  -9.27967292E-01  -7.71900909E-01
         2         13   2.36919408E-01   2.04271589E-01
         2         14  -3.26297582E-01  -1.30914797E-01
         2         14   5.06037090E-01   5.17490738E-01
         2         14  -1.75528000E-01  -2.05867987E-01
         2         15  -5.88096032E-01  -5.55723476E-01
         2         15  -2.37657319E-02   2.16032098E-01
         2         15   4.24417576E-01   1.64132342E+00
         2         16   2.69587931E-01   2.29701049E-01
         2         16   2.43560200E-01   5.68878360E-02
         2         16   1.90856519E-01  -4.67195562E-02
         2         17  -2.41651522E-02   2.38096029E-01
         2         17  -2.10455646E-01  -5.13902723E-01
         2         17  -1.01982018E+00  -1.90413911E+00
         2         18  -2.38649033E-01  -2.34097647E-01
         2         18   6.64559580E-01   2.32410241E-01
         2         18   3.98041081E-02   9.21654888E-02
         2         19   6.05281827E-01   6.42374198E-01
         2         19   7.82124865E-02   4.24030644E-01
         2         19  -2.09974900E-01  -2.38773299E-01
         2         20   1.75704212E-02  -2.94940721E-01
         2         20  -7.23829413E-01  -4.25589935E-01
         2         20  -3.08967590E-02  -1.60964465E-02
         2         21   7.72788621E-01   3.40501917E-01
         2         21   5.89948189E-01   4.03231428E-01
         2         21  -2.55027918E-02   2.78850319E-01
         2         22  -5.29980902E-01  -1.18380822E-01
         2         22   1.56002167E-02   6.42360445E-02
         2         22   6.46008389E-01   9.11886958E-02
         2         23  -3.77001545E-01  -1.80368351E-01
         2         23  -7.07637686E-01  -3.28625127E-01
         2         23  -7.32900460E-01  -5.15531174E-01
         2         24  -4.39536150E-01  -1.34038296E-02
         2         24  -3.74276955E-01  -3.70611049E-01
         2         24   1.06199850E-01   1.45540155E+00
         2         25   1.51596029E-01  -1.94450911E-01
         2         25  -4.01318404E-02   5.51967143E-02
         2         25   6.52733758E-01  -4.99147735E-01
         2         26   5.24662471E-01   6.26658363E-01
         2         26   3.88898794E-01   3.79066648E-01
         2         26  -8.51683880E-01  -7.55431716E-01
         2         27  -4.69826644E-01   4.09364619E-02
         2         27   1.06712503E+00   1.11088510E+00
         2         27  -8.88235918E-01  -6.89661646E-01
         2         28   3.41617995E-01   3.51869651E-01
         2         28  -1.22151562E+00  -1.43582589E+00
         2         28   8.49605415E-01   1.10046679E+00
         2         29   5.15802826E-01  -3.99573426E-01
         2         29  -1.91905203E-01  -1.34662029E-01
         2         29  -1.37919396E-01   1.14750483E-01
         2         30  -4.06314856E-01  -2.22632899E-01
         2         30  -2.79954292E-01   8.49178811E-02
         2         30   7.45172025E-01   1.37600213E+00
         2         31   6.51878732E-01   4.41163372E-01
         2         31   4.72059803E-01   3.60607912E-01
         2         31   4.95286774E-01   2.01443660E-01
         2         32  -3.08766385E-01  -1.27873872E-01
         2         32  -1.81362891E-01  -2.43303295E-01
         2         32  -1.17695437E+00  -1.59441457E+00
         2         33   1.39012609E-01   3.25394648E-01
         2         33   3.18284520E-01   5.14706657E-01
         2         33  -9.63514653E-01  -1.19658968E+00
         2         34   6.50334658E-01   4.24290586E-01
         2         34  -1.04808873E+00  -9.59369163E-01
         2         34   5.66085815E-01   8.75939591E-01
         2         35  -7.97380053E-01  -6.22268564E-01
         2         35   6.26370299E-01   3.53226733E-01
         2         35   7.99726180E-01   8.54893730E-01
         2         36  -6.33671786E-01  -2.30960845E+00
         2         36  -2.93410744E-01  -4.40852240E-01
         2         36  -8.51427985E-01  -1.32451258E+00
         2         37  -2.59734891E-01  -1.98081291E-01
         2         37  -3.79491871E-02   1.79004607E-02
         2         37   4.10036727E-01   5.96885547E-01
         2         38   1.27395437E+00   2.53101030E+00
         2         38   3.45477452E-01   6.64052112E-01
         2         38   5.86419603E-01   8.62151920E-01
         2         39  -1.22257013E+00  -8.28336116E-01
         2         39  -1.32433306E-02  -6.94296564E-01
         2         39  -5.09866436E-02   8.05009640E-01
         2         40   8.54325725E-01   4.79050652E-01
