################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.33917078E+00  -8.32527205E-01
         1  -9.60769205E-01  -7.98017157E-01
         3  -7.43218016E-02   2.31593377E-02
         4  -6.09187822E-01  -5.89583718E-01
         5  -7.83121240E-01  -7.88963991E-01
         6  -2.43720935E-01  -1.00863586E-01
         7   2.41651386E-01   3.37259830E-01
         8   9.42458027E-01   1.00926608E+00
         9   1.17669681E+00   1.35368650E+00
        10   1.36897745E+00   1.39207070E+00
        11   9.77738150E-01   1.05532222E+00
        12  -5.63178806E-01  -5.37848825E-01
        13  -5.89873730E-01  -5.68573687E-01
        14   1.73928150E-01   1.84647882E-01
        15  -5.46583732E-01  -2.63393185E-01
        16  -1.42033270E+00  -9.68945263E-01
        17   1.79101528E+00   1.80707059E+00
        18   1.70250389E+00   1.64831958E+00
        19  -3.21898708E-01  -1.16155318E-02
