################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.3869857506002198E-01 a         1     0     1     1     1
 -3.1090447353669703E-01 a         2     0     1     1     2
  1.7559625295355405E-01 a         3     0     1     1     3
  3.1665051685088264E-02 a         4     0     1     1     4
  1.3050208939803254E-01 a         5     0     1     1     5
  1.5817456579675510E-01 a         6     0     1     1     6
 -2.2721660514802411E-01 a         7     0     1     1     7
 -1.3951582580322672E-01 a         8     0     1     1     8
 -2.0457715653513356E-01 a         9     0     1     1     9
  3.8871411915357590E-01 a        10     0     1     1    10
 -1.6722702518689903E-01 a        11     0     1     1    11
  3.3699123171360501E-01 a        12     0     1     1    12
  3.9631109205834382E-02 a        13     0     1     1    13
  2.6673717273529085E-01 a        14     0     1     1    14
  1.0233052607051894E-01 a        15     0     1     1    15
  1.6096176109866270E-01 a        16     0     1     1    16
 -1.3125586439190571E-02 a        17     0     1     1    17
  3.5007992221369105E-01 a        18     0     1     1    18
 -1.1070674234382703E-01 a        19     0     1     1    19
 -3.4845691348853192E-01 a        20     0     1     1    20
 -1.3519932851591576E-01 a        21     0     1     1    21
 -7.8579758074050945E-02 a        22     0     1     1    22
 -7.7021942127346352E-02 a        23     0     1     1    23
 -1.7947869308801873E-01 a        24     0     1     1    24
  2.7448151752394806E-01 a        25     0     1     1    25
 -2.7878563487393443E-01 a        26     0     2     1     1
  8.7925153115650558E-03 a        27     0     2     1     2
 -2.6938684964921367E-01 a        28     0     2     1     3
  4.0322235212005481E-01 a        29     0     2     1     4
  1.5276871457023718E-03 a        30     0     2     1     5
 -3.4114562495937645E-01 a        31     0     2     1     6
  3.1959425434203083E-02 a        32     0     2     1     7
 -2.7227743039463598E-01 a        33     0     2     1     8
 -8.3021431970726853E-02 a        34     0     2     1     9
  3.0582489285752212E-01 a        35     0     2     1    10
 -1.5110391328887693E-01 a        36     0     2     1    11
  2.0679054145732523E-01 a        37     0     2     1    12
  9.5114021748708755E-02 a        38     0     2     1    13
 -7.5076197074462284E-03 a        39     0     2     1    14
  2.5064171208186037E-01 a        40     0     2     1    15
 -4.4153824742528963E-02 a        41     0     2     1    16
  1.2297504051346009E-01 a        42     0     2     1    17
  5.5272823359426670E-01 a        43     0     2     1    18
 -1.9837021485126660E-01 a        44     0     2     1    19
 -2.9389211701969398E-01 a        45     0     2     1    20
  1.0309214537203513E-01 a        46     0     2     1    21
 -3.5198978543241122E-01 a        47     0     2     1    22
 -4.0384907112280372E-01 a        48     0     2     1    23
 -3.3438689151016221E-01 a        49     0     2     1    24
  9.7568979913487772E-02 a        50     0     2     1    25
 -3.6915770253848029E-01 a        51     0     3     1     1
  2.8121346063080654E-01 a        52     0     3     1     2
  1.4483890546806533E-01 a        53     0     3     1     3
 -9.1836705305207711E-02 a        54     0     3     1     4
  4.3119646168587938E-01 a        55     0     3     1     5
 -1.7231885483601536E-01 a        56     0     3     1     6
 -1.2559699674597008E-01 a        57     0     3     1     7
  1.6437066817624751E-01 a        58     0     3     1     8
  1.9592445039664858E-01 a        59     0     3     1     9
 -5.3616532497208609E-02 a        60     0     3     1    10
 -2.8678602878915460E-01 a        61     0     3     1    11
  1.8914684391350288E-03 a        62     0     3     1    12
 -1.0780687927456589E-01 a        63     0     3     1    13
