################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.33917078E+00  -5.59196778E-01
         1  -9.60769205E-01  -3.54555781E-01
         3  -7.43218016E-02   2.45409393E-02
         4  -6.09187822E-01  -4.79162452E-01
         5  -7.83121240E-01  -7.53000016E-01
         6  -2.43720935E-01   3.22168306E-02
         7   2.41651386E-01   1.15719492E-01
         8   9.42458027E-01   3.60740258E-01
         9   1.17669681E+00   1.25836398E+00
        10   1.36897745E+00   1.35645687E+00
        11   9.77738150E-01   1.05313242E+00
        12  -5.63178806E-01  -2.56100142E-01
        13  -5.89873730E-01  -5.30245901E-01
        14   1.73928150E-01   1.47947269E-01
        15  -5.46583732E-01  -1.41353376E-01
        16  -1.42033270E+00  -5.61580553E-01
        17   1.79101528E+00   1.29666417E+00
        18   1.70250389E+00   1.13915281E+00
        19  -3.21898708E-01   1.46070200E-01
