################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.33917078E+00   4.21708792E-01
         1  -9.60769205E-01   4.70945779E-01
         3  -7.43218016E-02   1.04742347E+00
         4  -6.09187822E-01   2.90347377E-01
         5  -7.83121240E-01   4.39448627E-01
         6  -2.43720935E-01   1.05794949E+00
         7   2.41651386E-01   1.06462513E+00
         8   9.42458027E-01   2.49965237E+00
         9   1.17669681E+00   2.18652115E+00
        10   1.36897745E+00   2.08365038E+00
        11   9.77738150E-01   1.98100093E+00
        12  -5.63178806E-01   8.90517870E-01
        13  -5.89873730E-01   8.74137524E-01
        14   1.73928150E-01   9.66763226E-01
        15  -5.46583732E-01   8.85137146E-01
        16  -1.42033270E+00   3.26638497E-01
        17   1.79101528E+00   1.48733388E+00
        18   1.70250389E+00   1.31826693E+00
        19  -3.21898708E-01   5.77134644E-01
