################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.33917078E+00   1.19314446E-01
         1  -9.60769205E-01  -6.27885011E-02
         3  -7.43218016E-02  -7.77313695E-02
         4  -6.09187822E-01  -5.86919688E-02
         5  -7.83121240E-01  -6.31457697E-02
         6  -2.43720935E-01  -1.91619698E-02
         7   2.41651386E-01  -1.97187687E-02
         8   9.42458027E-01  -1.28548534E-01
         9   1.17669681E+00  -3.91224438E-02
        10   1.36897745E+00  -5.46514281E-02
        11   9.77738150E-01  -6.21959837E-02
        12  -5.63178806E-01  -4.67769127E-02
        13  -5.89873730E-01  -3.52612706E-02
        14   1.73928150E-01   2.82185677E-02
        15  -5.46583732E-01   2.77675936E-02
        16  -1.42033270E+00   5.07759545E-03
        17   1.79101528E+00  -2.07393882E-02
        18   1.70250389E+00  -4.86838475E-02
        19  -3.21898708E-01   8.44878023E-02
