################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.33917078E+00  -1.19459811E+00
         1  -9.60769205E-01  -9.17766339E-01
         3  -7.43218016E-02  -4.43525175E-02
         4  -6.09187822E-01  -5.99970041E-01
         5  -7.83121240E-01  -7.83836284E-01
         6  -2.43720935E-01  -2.45918065E-01
         7   2.41651386E-01   2.35594689E-01
         8   9.42458027E-01   9.30782057E-01
         9   1.17669681E+00   1.18239848E+00
        10   1.36897745E+00   1.41450038E+00
        11   9.77738150E-01   1.10777974E+00
        12  -5.63178806E-01  -5.48988086E-01
        13  -5.89873730E-01  -5.85773410E-01
        14   1.73928150E-01   2.03508943E-01
        15  -5.46583732E-01  -6.60435560E-01
        16  -1.42033270E+00  -1.28908400E+00
        17   1.79101528E+00   1.79031055E+00
        18   1.70250389E+00   1.51672327E+00
        19  -3.21898708E-01  -1.99588850E-01
