################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.33917078E+00   8.84063359E-01
         1  -9.60769205E-01   1.14562070E-01
         3  -7.43218016E-02   5.30651320E-01
         4  -6.09187822E-01   3.30312813E-01
         5  -7.83121240E-01   4.32800776E-01
         6  -2.43720935E-01   5.45560519E-01
         7   2.41651386E-01   6.77894153E-01
         8   9.42458027E-01   1.43555287E+00
         9   1.17669681E+00   1.10099734E+00
        10   1.36897745E+00   1.21191794E+00
        11   9.77738150E-01   9.81857782E-01
        12  -5.63178806E-01   8.76884359E-01
        13  -5.89873730E-01   8.57073211E-01
        14   1.73928150E-01   8.54203750E-01
        15  -5.46583732E-01   6.72754624E-01
        16  -1.42033270E+00   5.31192798E-01
        17   1.79101528E+00   1.11984220E+00
        18   1.70250389E+00   9.70316791E-01
        19  -3.21898708E-01   8.64304143E-01
