################################################################################
# Energy comparison.
################################################################################
# Col  Name  Description
################################################################################
# 1    index Structure index.
# 2    Eref  Reference potential energy per atom (training units).
# 3    Ennp  NNP potential energy per atom (training units).
################################################################################
#        1                2                3
#    index             Eref             Ennp
############################################
         0  -1.33917078E+00  -9.81268276E-01
         1  -9.60769205E-01  -8.31537651E-01
         3  -7.43218016E-02  -1.88694753E-01
         4  -6.09187822E-01  -6.82444191E-01
         5  -7.83121240E-01  -8.39601527E-01
         6  -2.43720935E-01  -3.05693347E-01
         7   2.41651386E-01  -7.61573976E-02
         8   9.42458027E-01   1.08800938E-01
         9   1.17669681E+00   5.75716171E-01
        10   1.36897745E+00   5.80348400E-01
        11   9.77738150E-01   9.17259970E-01
        12  -5.63178806E-01  -8.27459949E-01
        13  -5.89873730E-01  -7.51692802E-01
        14   1.73928150E-01   1.04330441E-01
        15  -5.46583732E-01  -3.30762602E-01
        16  -1.42033270E+00  -1.02870362E+00
        17   1.79101528E+00   1.50354141E+00
        18   1.70250389E+00   1.04225360E+00
        19  -3.21898708E-01   1.69726308E-02
