################################################################################
# ES comparison.
################################################################################
# Col  Name   Description
################################################################################
# 1    index  Structure index.
# 2    Qref   Reference charge per atom.
# 3    Q      NNP charge per atom 
# 4    index  Structure index.
# 5    MuXRef Reference MuX per atom.
# 6    MuX    NNP MuX per atom 
# 7    MuYRef Reference MuY per atom.
# 8    MuY    NNP MuY per atom 
# 9    MuZRef Reference MuZ per atom.
# 10   MuZ    NNP MuZ per atom 
############################################################################################################################################################
#        1                2                3         4                5                6                7                8                9               10
#    index             Qref                Q     index           MuXRef              MuX           MuYRef              MuY           MuZRef              MuZ
############################################################################################################################################################
         0   0.00000000E+00  -5.43409843E-05         0   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63016250E-01
         1   0.00000000E+00  -5.43861976E-05         1  -2.22943844E-03  -2.24110137E-03   0.00000000E+00  -4.44151452E-06  -2.61788531E-01  -2.63010535E-01
         2   0.00000000E+00  -5.43861976E-05         2  -2.22943844E-03  -2.24110137E-03   0.00000000E+00   4.44151452E-06  -2.61788531E-01  -2.63010535E-01
         3   0.00000000E+00  -5.53153311E-05         3   4.45887688E-03   4.48310899E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.62999146E-01
         4   0.00000000E+00  -1.13575174E-04         4   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.57554732E-03  -2.62168846E-01  -2.63449895E-01
         5   0.00000000E+00   6.67021977E-06         5   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.55922322E-03  -2.61408215E-01  -2.62576278E-01
         6   0.00000000E+00  -5.30980939E-05         6   0.00000000E+00   0.00000000E+00   3.23924291E-03   3.13574628E-03  -2.61788531E-01  -2.63016732E-01
         7   0.00000000E+00  -1.11334882E-04         7   0.00000000E+00   0.00000000E+00  -4.85230720E-04  -5.19167335E-04  -2.62981936E-01  -2.64243740E-01
         8   0.00000000E+00  -1.11334882E-04         8   0.00000000E+00   0.00000000E+00   4.85230720E-04   5.19167335E-04  -2.62981936E-01  -2.64243740E-01
         9   0.00000000E+00   5.83321361E-05         9   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.59375491E-01  -2.60510745E-01
        10   0.00000000E+00  -5.43861976E-05        10   2.22943844E-03   2.24110137E-03   0.00000000E+00  -4.44151452E-06  -2.61788531E-01  -2.63010535E-01
        11   0.00000000E+00  -5.43861976E-05        11   2.22943844E-03   2.24110137E-03   0.00000000E+00   4.44151452E-06  -2.61788531E-01  -2.63010535E-01
        12   0.00000000E+00  -5.53153311E-05        12  -4.45887688E-03  -4.48310899E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.62999146E-01
        13   0.00000000E+00   6.67021977E-06        13   0.00000000E+00   0.00000000E+00   1.61306428E-03   1.55922322E-03  -2.61408215E-01  -2.62576278E-01
        14   0.00000000E+00  -1.13575174E-04        14   0.00000000E+00   0.00000000E+00   1.61306428E-03   1.57554732E-03  -2.62168846E-01  -2.63449895E-01
        15   0.00000000E+00  -5.30980939E-05        15   0.00000000E+00   0.00000000E+00  -3.23924291E-03  -3.13574628E-03  -2.61788531E-01  -2.63016732E-01
        16   0.00000000E+00   2.93322736E-06        16   0.00000000E+00   0.00000000E+00   4.72116376E-04   5.23242582E-04  -2.60582011E-01  -2.61768554E-01
        17   0.00000000E+00   2.93322736E-06        17   0.00000000E+00   0.00000000E+00  -4.72116376E-04  -5.23242582E-04  -2.60582011E-01  -2.61768554E-01
        18   0.00000000E+00  -1.70131873E-04        18   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.64175341E-01  -2.65463200E-01
        19   0.00000000E+00  -5.43409843E-05        19   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63016250E-01
        20   0.00000000E+00  -5.54013089E-05        20  -1.11471922E-02  -1.11961569E-02  -1.04914750E-04  -1.10840440E-04  -2.61657387E-01  -2.62873614E-01
        21   0.00000000E+00  -5.54013089E-05        21  -1.11471922E-02  -1.11961569E-02   1.04914750E-04   1.10840440E-04  -2.61657387E-01  -2.62873614E-01
        22   0.00000000E+00  -7.87239980E-05        22   2.22681557E-02   2.23824084E-02   0.00000000E+00   0.00000000E+00  -2.61355757E-01  -2.62589521E-01
        23   0.00000000E+00  -3.28771687E-04        23   0.00000000E+00   0.00000000E+00  -8.10466446E-03  -8.05269688E-03  -2.63690110E-01  -2.65112379E-01
        24   0.00000000E+00   2.65099972E-04        24   0.00000000E+00   0.00000000E+00  -8.06532142E-03  -7.64360281E-03  -2.59860722E-01  -2.60761322E-01
        25   0.00000000E+00  -2.36969987E-05        25   0.00000000E+00   0.00000000E+00   1.61568715E-02   1.56950322E-02  -2.61827874E-01  -2.63026905E-01
        26   0.00000000E+00  -3.32684118E-04        26   0.00000000E+00   0.00000000E+00  -2.53106835E-03  -2.54970424E-03  -2.67637528E-01  -2.68965370E-01
        27   0.00000000E+00  -3.32684118E-04        27   0.00000000E+00   0.00000000E+00   2.53106835E-03   2.54970424E-03  -2.67637528E-01  -2.68965370E-01
        28   0.00000000E+00   4.64958738E-04        28   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.49316790E-01  -2.49874066E-01
        29   0.00000000E+00  -5.54013089E-05        29   1.11471922E-02   1.11961569E-02  -1.04914750E-04  -1.10840440E-04  -2.61657387E-01  -2.62873614E-01
        30   0.00000000E+00  -5.54013089E-05        30   1.11471922E-02   1.11961569E-02   1.04914750E-04   1.10840440E-04  -2.61657387E-01  -2.62873614E-01
        31   0.00000000E+00  -7.87239980E-05        31  -2.22681557E-02  -2.23824084E-02   0.00000000E+00   0.00000000E+00  -2.61355757E-01  -2.62589521E-01
        32   0.00000000E+00   2.65099972E-04        32   0.00000000E+00   0.00000000E+00   8.06532142E-03   7.64360281E-03  -2.59860722E-01  -2.60761322E-01
        33   0.00000000E+00  -3.28771687E-04        33   0.00000000E+00   0.00000000E+00   8.10466446E-03   8.05269688E-03  -2.63690110E-01  -2.65112379E-01
        34   0.00000000E+00  -2.36969987E-05        34   0.00000000E+00   0.00000000E+00  -1.61568715E-02  -1.56950322E-02  -2.61827874E-01  -2.63026905E-01
        35   0.00000000E+00   2.30599426E-04        35   0.00000000E+00   0.00000000E+00   2.20320975E-03   2.65063113E-03  -2.55637903E-01  -2.56562484E-01
        36   0.00000000E+00   2.30599426E-04        36   0.00000000E+00   0.00000000E+00  -2.20320975E-03  -2.65063113E-03  -2.55637903E-01  -2.56562484E-01
        37   0.00000000E+00  -6.52668528E-04        37   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.73355382E-01  -2.74694011E-01
        38   0.00000000E+00  -5.43409843E-05        38   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63016250E-01
        39   0.00000000E+00  -5.45601086E-05        39  -4.40379664E-02  -4.42181133E-02  -1.59994994E-03  -1.72491658E-03  -2.59598435E-01  -2.60797874E-01
        40   0.00000000E+00  -5.45601086E-05        40  -4.40379664E-02  -4.42181133E-02   1.59994994E-03   1.72491658E-03  -2.59598435E-01  -2.60797874E-01
        41   0.00000000E+00  -4.46827162E-04        41   8.69612136E-02   8.75321324E-02   0.00000000E+00   0.00000000E+00  -2.55139558E-01  -2.56402789E-01
        42   0.00000000E+00  -5.60546622E-04        42   0.00000000E+00   0.00000000E+00  -3.24973439E-02  -3.54274905E-02  -2.69303049E-01  -2.69875277E-01
        43   0.00000000E+00   1.32068705E-03        43   0.00000000E+00   0.00000000E+00  -3.17629406E-02  -2.86617533E-02  -2.53696980E-01  -2.53483094E-01
        44   0.00000000E+00   3.35538920E-04        44   0.00000000E+00   0.00000000E+00   6.34078522E-02   6.36932998E-02  -2.62365562E-01  -2.62865827E-01
        45   0.00000000E+00  -9.33680239E-04        45   0.00000000E+00   0.00000000E+00  -1.20258532E-02  -9.35927495E-03  -2.83230483E-01  -2.84639880E-01
        46   0.00000000E+00  -9.33680239E-04        46   0.00000000E+00   0.00000000E+00   1.20258532E-02   9.35927495E-03  -2.83230483E-01  -2.84639880E-01
        47   0.00000000E+00   7.32736487E-04        47   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.04518191E-01  -1.99880881E-01
        48   0.00000000E+00  -5.45601086E-05        48   4.40379664E-02   4.42181133E-02  -1.59994994E-03  -1.72491658E-03  -2.59598435E-01  -2.60797874E-01
        49   0.00000000E+00  -5.45601086E-05        49   4.40379664E-02   4.42181133E-02   1.59994994E-03   1.72491658E-03  -2.59598435E-01  -2.60797874E-01
        50   0.00000000E+00  -4.46827162E-04        50  -8.69612136E-02  -8.75321324E-02   0.00000000E+00   0.00000000E+00  -2.55139558E-01  -2.56402789E-01
        51   0.00000000E+00   1.32068705E-03        51   0.00000000E+00   0.00000000E+00   3.17629406E-02   2.86617533E-02  -2.53696980E-01  -2.53483094E-01
        52   0.00000000E+00  -5.60546622E-04        52   0.00000000E+00   0.00000000E+00   3.24973439E-02   3.54274905E-02  -2.69303049E-01  -2.69875277E-01
        53   0.00000000E+00   3.35538920E-04        53   0.00000000E+00   0.00000000E+00  -6.34078522E-02  -6.36932998E-02  -2.62365562E-01  -2.62865827E-01
        54   0.00000000E+00   8.35327544E-04        54   0.00000000E+00   0.00000000E+00   6.74077270E-03   1.07467908E-02  -2.35376242E-01  -2.33447780E-01
        55   0.00000000E+00   8.35327544E-04        55   0.00000000E+00   0.00000000E+00  -6.74077270E-03  -1.07467908E-02  -2.35376242E-01  -2.33447780E-01
        56   0.00000000E+00  -2.32284674E-03        56   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.03452801E-01  -3.02627258E-01
