################################################################################
# ES comparison.
################################################################################
# Col  Name   Description
################################################################################
# 1    index  Structure index.
# 2    Qref   Reference charge per atom.
# 3    Q      NNP charge per atom 
# 4    index  Structure index.
# 5    MuXRef Reference MuX per atom.
# 6    MuX    NNP MuX per atom 
# 7    MuYRef Reference MuY per atom.
# 8    MuY    NNP MuY per atom 
# 9    MuZRef Reference MuZ per atom.
# 10   MuZ    NNP MuZ per atom 
############################################################################################################################################################
#        1                2                3         4                5                6                7                8                9               10
#    index             Qref                Q     index           MuXRef              MuX           MuYRef              MuY           MuZRef              MuZ
############################################################################################################################################################
         0   0.00000000E+00  -9.68471495E-05         0   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63087599E-01
         1   0.00000000E+00  -9.68753045E-05         1  -2.22943844E-03  -2.24162917E-03   0.00000000E+00  -4.41029695E-06  -2.61788531E-01  -2.63081871E-01
         2   0.00000000E+00  -9.68753045E-05         2  -2.22943844E-03  -2.24162917E-03   0.00000000E+00   4.41029695E-06  -2.61788531E-01  -2.63081871E-01
         3   0.00000000E+00  -9.77817083E-05         3   4.45887688E-03   4.48496628E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63070454E-01
         4   0.00000000E+00  -1.58234997E-04         4   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.58073713E-03  -2.62168846E-01  -2.63521978E-01
         5   0.00000000E+00  -3.36745124E-05         5   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.56456156E-03  -2.61408215E-01  -2.62646886E-01
         6   0.00000000E+00  -9.55365715E-05         6   0.00000000E+00   0.00000000E+00   3.23924291E-03   3.14707667E-03  -2.61788531E-01  -2.63088157E-01
         7   0.00000000E+00  -1.51472781E-04         7   0.00000000E+00   0.00000000E+00  -4.85230720E-04  -5.15425452E-04  -2.62981936E-01  -2.64313285E-01
         8   0.00000000E+00  -1.51472781E-04         8   0.00000000E+00   0.00000000E+00   4.85230720E-04   5.15425452E-04  -2.62981936E-01  -2.64313285E-01
         9   0.00000000E+00   1.12474282E-05         9   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.59375491E-01  -2.60584957E-01
        10   0.00000000E+00  -9.68753045E-05        10   2.22943844E-03   2.24162917E-03   0.00000000E+00  -4.41029695E-06  -2.61788531E-01  -2.63081871E-01
        11   0.00000000E+00  -9.68753045E-05        11   2.22943844E-03   2.24162917E-03   0.00000000E+00   4.41029695E-06  -2.61788531E-01  -2.63081871E-01
        12   0.00000000E+00  -9.77817083E-05        12  -4.45887688E-03  -4.48496628E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63070454E-01
        13   0.00000000E+00  -3.36745124E-05        13   0.00000000E+00   0.00000000E+00   1.61306428E-03   1.56456156E-03  -2.61408215E-01  -2.62646886E-01
        14   0.00000000E+00  -1.58234997E-04        14   0.00000000E+00   0.00000000E+00   1.61306428E-03   1.58073713E-03  -2.62168846E-01  -2.63521978E-01
        15   0.00000000E+00  -9.55365715E-05        15   0.00000000E+00   0.00000000E+00  -3.23924291E-03  -3.14707667E-03  -2.61788531E-01  -2.63088157E-01
        16   0.00000000E+00  -4.18734272E-05        16   0.00000000E+00   0.00000000E+00   4.72116376E-04   5.19658179E-04  -2.60582011E-01  -2.61841807E-01
        17   0.00000000E+00  -4.18734272E-05        17   0.00000000E+00   0.00000000E+00  -4.72116376E-04  -5.19658179E-04  -2.60582011E-01  -2.61841807E-01
        18   0.00000000E+00  -2.07878665E-04        18   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.64175341E-01  -2.65531600E-01
        19   0.00000000E+00  -9.68471495E-05        19   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63087599E-01
        20   0.00000000E+00  -9.74804271E-05        20  -1.11471922E-02  -1.11988117E-02  -1.04914750E-04  -1.10058786E-04  -2.61657387E-01  -2.62944650E-01
        21   0.00000000E+00  -9.74804271E-05        21  -1.11471922E-02  -1.11988117E-02   1.04914750E-04   1.10058786E-04  -2.61657387E-01  -2.62944650E-01
        22   0.00000000E+00  -1.20233263E-04        22   2.22681557E-02   2.23915400E-02   0.00000000E+00   0.00000000E+00  -2.61355757E-01  -2.62659861E-01
        23   0.00000000E+00  -3.81947452E-04        23   0.00000000E+00   0.00000000E+00  -8.10466446E-03  -8.07723965E-03  -2.63690110E-01  -2.65187281E-01
        24   0.00000000E+00   2.33460389E-04        24   0.00000000E+00   0.00000000E+00  -8.06532142E-03  -7.67184029E-03  -2.59860722E-01  -2.60828943E-01
        25   0.00000000E+00  -6.45205841E-05        25   0.00000000E+00   0.00000000E+00   1.61568715E-02   1.57517020E-02  -2.61827874E-01  -2.63100138E-01
        26   0.00000000E+00  -3.62673420E-04        26   0.00000000E+00   0.00000000E+00  -2.53106835E-03  -2.52942995E-03  -2.67637528E-01  -2.69028866E-01
        27   0.00000000E+00  -3.62673420E-04        27   0.00000000E+00   0.00000000E+00   2.53106835E-03   2.52942995E-03  -2.67637528E-01  -2.69028866E-01
        28   0.00000000E+00   4.01328984E-04        28   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.49316790E-01  -2.49958733E-01
        29   0.00000000E+00  -9.74804271E-05        29   1.11471922E-02   1.11988117E-02  -1.04914750E-04  -1.10058786E-04  -2.61657387E-01  -2.62944650E-01
        30   0.00000000E+00  -9.74804271E-05        30   1.11471922E-02   1.11988117E-02   1.04914750E-04   1.10058786E-04  -2.61657387E-01  -2.62944650E-01
        31   0.00000000E+00  -1.20233263E-04        31  -2.22681557E-02  -2.23915400E-02   0.00000000E+00   0.00000000E+00  -2.61355757E-01  -2.62659861E-01
        32   0.00000000E+00   2.33460389E-04        32   0.00000000E+00   0.00000000E+00   8.06532142E-03   7.67184029E-03  -2.59860722E-01  -2.60828943E-01
        33   0.00000000E+00  -3.81947452E-04        33   0.00000000E+00   0.00000000E+00   8.10466446E-03   8.07723965E-03  -2.63690110E-01  -2.65187281E-01
