################################################################################
# ES comparison.
################################################################################
# Col  Name   Description
################################################################################
# 1    index  Structure index.
# 2    Qref   Reference charge per atom.
# 3    Q      NNP charge per atom 
# 4    index  Structure index.
# 5    MuXRef Reference MuX per atom.
# 6    MuX    NNP MuX per atom 
# 7    MuYRef Reference MuY per atom.
# 8    MuY    NNP MuY per atom 
# 9    MuZRef Reference MuZ per atom.
# 10   MuZ    NNP MuZ per atom 
############################################################################################################################################################
#        1                2                3         4                5                6                7                8                9               10
#    index             Qref                Q     index           MuXRef              MuX           MuYRef              MuY           MuZRef              MuZ
############################################################################################################################################################
         0   0.00000000E+00  -8.98959406E-05         0   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63074691E-01
         1   0.00000000E+00  -8.99211025E-05         1  -2.22943844E-03  -2.24153232E-03   0.00000000E+00  -4.40602623E-06  -2.61788531E-01  -2.63068960E-01
         2   0.00000000E+00  -8.99211025E-05         2  -2.22943844E-03  -2.24153232E-03   0.00000000E+00   4.40602623E-06  -2.61788531E-01  -2.63068960E-01
         3   0.00000000E+00  -9.08239230E-05         3   4.45887688E-03   4.48464095E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63057537E-01
         4   0.00000000E+00  -1.51693630E-04         4   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.58127638E-03  -2.62168846E-01  -2.63509219E-01
         5   0.00000000E+00  -2.63145279E-05         5   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.56512455E-03  -2.61408215E-01  -2.62633826E-01
         6   0.00000000E+00  -8.85736884E-05         6   0.00000000E+00   0.00000000E+00   3.23924291E-03   3.14804739E-03  -2.61788531E-01  -2.63075263E-01
         7   0.00000000E+00  -1.44130065E-04         7   0.00000000E+00   0.00000000E+00  -4.85230720E-04  -5.14910818E-04  -2.62981936E-01  -2.64299748E-01
         8   0.00000000E+00  -1.44130065E-04         8   0.00000000E+00   0.00000000E+00   4.85230720E-04   5.14910818E-04  -2.62981936E-01  -2.64299748E-01
         9   0.00000000E+00   1.74410910E-05         9   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.59375491E-01  -2.60573443E-01
        10   0.00000000E+00  -8.99211025E-05        10   2.22943844E-03   2.24153232E-03   0.00000000E+00  -4.40602623E-06  -2.61788531E-01  -2.63068960E-01
        11   0.00000000E+00  -8.99211025E-05        11   2.22943844E-03   2.24153232E-03   0.00000000E+00   4.40602623E-06  -2.61788531E-01  -2.63068960E-01
        12   0.00000000E+00  -9.08239230E-05        12  -4.45887688E-03  -4.48464095E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63057537E-01
        13   0.00000000E+00  -2.63145279E-05        13   0.00000000E+00   0.00000000E+00   1.61306428E-03   1.56512455E-03  -2.61408215E-01  -2.62633826E-01
        14   0.00000000E+00  -1.51693630E-04        14   0.00000000E+00   0.00000000E+00   1.61306428E-03   1.58127638E-03  -2.62168846E-01  -2.63509219E-01
        15   0.00000000E+00  -8.85736884E-05        15   0.00000000E+00   0.00000000E+00  -3.23924291E-03  -3.14804739E-03  -2.61788531E-01  -2.63075263E-01
        16   0.00000000E+00  -3.53024070E-05        16   0.00000000E+00   0.00000000E+00   4.72116376E-04   5.19170545E-04  -2.60582011E-01  -2.61829543E-01
        17   0.00000000E+00  -3.53024070E-05        17   0.00000000E+00   0.00000000E+00  -4.72116376E-04  -5.19170545E-04  -2.60582011E-01  -2.61829543E-01
        18   0.00000000E+00  -2.00141530E-04        18   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.64175341E-01  -2.65517277E-01
        19   0.00000000E+00  -8.98959406E-05        19   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63074691E-01
        20   0.00000000E+00  -9.04542950E-05        20  -1.11471922E-02  -1.11983287E-02  -1.04914750E-04  -1.09951767E-04  -2.61657387E-01  -2.62931673E-01
        21   0.00000000E+00  -9.04542950E-05        21  -1.11471922E-02  -1.11983287E-02   1.04914750E-04   1.09951767E-04  -2.61657387E-01  -2.62931673E-01
        22   0.00000000E+00  -1.13117313E-04        22   2.22681557E-02   2.23898827E-02   0.00000000E+00   0.00000000E+00  -2.61355757E-01  -2.62646725E-01
        23   0.00000000E+00  -3.77052628E-04        23   0.00000000E+00   0.00000000E+00  -8.10466446E-03  -8.07971307E-03  -2.63690110E-01  -2.65175070E-01
        24   0.00000000E+00   2.42442257E-04        24   0.00000000E+00   0.00000000E+00  -8.06532142E-03  -7.67490417E-03  -2.59860722E-01  -2.60815248E-01
        25   0.00000000E+00  -5.72792003E-05        25   0.00000000E+00   0.00000000E+00   1.61568715E-02   1.57565638E-02  -2.61827874E-01  -2.63087567E-01
        26   0.00000000E+00  -3.53651362E-04        26   0.00000000E+00   0.00000000E+00  -2.53106835E-03  -2.52658685E-03  -2.67637528E-01  -2.69012982E-01
        27   0.00000000E+00  -3.53651362E-04        27   0.00000000E+00   0.00000000E+00   2.53106835E-03   2.52658685E-03  -2.67637528E-01  -2.69012982E-01
        28   0.00000000E+00   4.04767798E-04        28   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.49316790E-01  -2.49952542E-01
        29   0.00000000E+00  -9.04542950E-05        29   1.11471922E-02   1.11983287E-02  -1.04914750E-04  -1.09951767E-04  -2.61657387E-01  -2.62931673E-01
        30   0.00000000E+00  -9.04542950E-05        30   1.11471922E-02   1.11983287E-02   1.04914750E-04   1.09951767E-04  -2.61657387E-01  -2.62931673E-01
        31   0.00000000E+00  -1.13117313E-04        31  -2.22681557E-02  -2.23898827E-02   0.00000000E+00   0.00000000E+00  -2.61355757E-01  -2.62646725E-01
        32   0.00000000E+00   2.42442257E-04        32   0.00000000E+00   0.00000000E+00   8.06532142E-03   7.67490417E-03  -2.59860722E-01  -2.60815248E-01
        33   0.00000000E+00  -3.77052628E-04        33   0.00000000E+00   0.00000000E+00   8.10466446E-03   8.07971307E-03  -2.63690110E-01  -2.65175070E-01
        34   0.00000000E+00  -5.72792003E-05        34   0.00000000E+00   0.00000000E+00  -1.61568715E-02  -1.57565638E-02  -2.61827874E-01  -2.63087567E-01
        35   0.00000000E+00   1.82424088E-04        35   0.00000000E+00   0.00000000E+00   2.20320975E-03   2.63210957E-03  -2.55637903E-01  -2.56634635E-01
        36   0.00000000E+00   1.82424088E-04        36   0.00000000E+00   0.00000000E+00  -2.20320975E-03  -2.63210957E-03  -2.55637903E-01  -2.56634635E-01
        37   0.00000000E+00  -6.58382833E-04        37   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.73355382E-01  -2.74729743E-01
        38   0.00000000E+00  -8.98959406E-05        38   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63074691E-01
        39   0.00000000E+00  -8.19266641E-05        39  -4.40379664E-02  -4.42280000E-02  -1.59994994E-03  -1.71034959E-03  -2.59598435E-01  -2.60850687E-01
        40   0.00000000E+00  -8.19266641E-05        40  -4.40379664E-02  -4.42280000E-02   1.59994994E-03   1.71034959E-03  -2.59598435E-01  -2.60850687E-01
        41   0.00000000E+00  -4.63189739E-04        41   8.69612136E-02   8.75508867E-02   0.00000000E+00   0.00000000E+00  -2.55139558E-01  -2.56443295E-01
        42   0.00000000E+00  -6.43752256E-04        42   0.00000000E+00   0.00000000E+00  -3.24973439E-02  -3.55171522E-02  -2.69303049E-01  -2.69945333E-01
        43   0.00000000E+00   1.33649096E-03        43   0.00000000E+00   0.00000000E+00  -3.17629406E-02  -2.88149018E-02  -2.53696980E-01  -2.53524630E-01
        44   0.00000000E+00   3.28897479E-04        44   0.00000000E+00   0.00000000E+00   6.34078522E-02   6.39406597E-02  -2.62365562E-01  -2.62955695E-01
        45   0.00000000E+00  -9.00124387E-04        45   0.00000000E+00   0.00000000E+00  -1.20258532E-02  -9.24138014E-03  -2.83230483E-01  -2.84682221E-01
        46   0.00000000E+00  -9.00124387E-04        46   0.00000000E+00   0.00000000E+00   1.20258532E-02   9.24138014E-03  -2.83230483E-01  -2.84682221E-01
        47   0.00000000E+00   6.24937598E-04        47   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.04518191E-01  -1.99990542E-01
        48   0.00000000E+00  -8.19266641E-05        48   4.40379664E-02   4.42280000E-02  -1.59994994E-03  -1.71034959E-03  -2.59598435E-01  -2.60850687E-01
        49   0.00000000E+00  -8.19266641E-05        49   4.40379664E-02   4.42280000E-02   1.59994994E-03   1.71034959E-03  -2.59598435E-01  -2.60850687E-01
        50   0.00000000E+00  -4.63189739E-04        50  -8.69612136E-02  -8.75508867E-02   0.00000000E+00   0.00000000E+00  -2.55139558E-01  -2.56443295E-01
        51   0.00000000E+00   1.33649096E-03        51   0.00000000E+00   0.00000000E+00   3.17629406E-02   2.88149018E-02  -2.53696980E-01  -2.53524630E-01
        52   0.00000000E+00  -6.43752256E-04        52   0.00000000E+00   0.00000000E+00   3.24973439E-02   3.55171522E-02  -2.69303049E-01  -2.69945333E-01
        53   0.00000000E+00   3.28897479E-04        53   0.00000000E+00   0.00000000E+00  -6.34078522E-02  -6.39406597E-02  -2.62365562E-01  -2.62955695E-01
        54   0.00000000E+00   7.59745765E-04        54   0.00000000E+00   0.00000000E+00   6.74077270E-03   1.06985609E-02  -2.35376242E-01  -2.33566654E-01
        55   0.00000000E+00   7.59745765E-04        55   0.00000000E+00   0.00000000E+00  -6.74077270E-03  -1.06985609E-02  -2.35376242E-01  -2.33566654E-01
        56   0.00000000E+00  -2.20881444E-03        56   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -3.03452801E-01  -3.02588085E-01
