################################################################################
# ES comparison.
################################################################################
# Col  Name   Description
################################################################################
# 1    index  Structure index.
# 2    Qref   Reference charge per atom.
# 3    Q      NNP charge per atom 
# 4    index  Structure index.
# 5    MuXRef Reference MuX per atom.
# 6    MuX    NNP MuX per atom 
# 7    MuYRef Reference MuY per atom.
# 8    MuY    NNP MuY per atom 
# 9    MuZRef Reference MuZ per atom.
# 10   MuZ    NNP MuZ per atom 
############################################################################################################################################################
#        1                2                3         4                5                6                7                8                9               10
#    index             Qref                Q     index           MuXRef              MuX           MuYRef              MuY           MuZRef              MuZ
############################################################################################################################################################
         0   0.00000000E+00  -9.50444013E-05         0   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63078551E-01
         1   0.00000000E+00  -9.50738504E-05         1  -2.22943844E-03  -2.24155547E-03   0.00000000E+00  -4.41198768E-06  -2.61788531E-01  -2.63072824E-01
         2   0.00000000E+00  -9.50738504E-05         2  -2.22943844E-03  -2.24155547E-03   0.00000000E+00   4.41198768E-06  -2.61788531E-01  -2.63072824E-01
         3   0.00000000E+00  -9.59813728E-05         3   4.45887688E-03   4.48478492E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63061410E-01
         4   0.00000000E+00  -1.56222066E-04         4   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.58041181E-03  -2.62168846E-01  -2.63512920E-01
         5   0.00000000E+00  -3.20807853E-05         5   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.56422646E-03  -2.61408215E-01  -2.62637850E-01
         6   0.00000000E+00  -9.37380106E-05         6   0.00000000E+00   0.00000000E+00   3.23924291E-03   3.14638223E-03  -2.61788531E-01  -2.63079104E-01
         7   0.00000000E+00  -1.49813966E-04         7   0.00000000E+00   0.00000000E+00  -4.85230720E-04  -5.15628813E-04  -2.62981936E-01  -2.64304353E-01
         8   0.00000000E+00  -1.49813966E-04         8   0.00000000E+00   0.00000000E+00   4.85230720E-04   5.15628813E-04  -2.62981936E-01  -2.64304353E-01
         9   0.00000000E+00   1.33275938E-05         9   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.59375491E-01  -2.60575709E-01
        10   0.00000000E+00  -9.50738504E-05        10   2.22943844E-03   2.24155547E-03   0.00000000E+00  -4.41198768E-06  -2.61788531E-01  -2.63072824E-01
        11   0.00000000E+00  -9.50738504E-05        11   2.22943844E-03   2.24155547E-03   0.00000000E+00   4.41198768E-06  -2.61788531E-01  -2.63072824E-01
        12   0.00000000E+00  -9.59813728E-05        12  -4.45887688E-03  -4.48478492E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63061410E-01
        13   0.00000000E+00  -3.20807853E-05        13   0.00000000E+00   0.00000000E+00   1.61306428E-03   1.56422646E-03  -2.61408215E-01  -2.62637850E-01
        14   0.00000000E+00  -1.56222066E-04        14   0.00000000E+00   0.00000000E+00   1.61306428E-03   1.58041181E-03  -2.62168846E-01  -2.63512920E-01
        15   0.00000000E+00  -9.37380106E-05        15   0.00000000E+00   0.00000000E+00  -3.23924291E-03  -3.14638223E-03  -2.61788531E-01  -2.63079104E-01
        16   0.00000000E+00  -3.99315082E-05        16   0.00000000E+00   0.00000000E+00   4.72116376E-04   5.19851603E-04  -2.60582011E-01  -2.61832638E-01
        17   0.00000000E+00  -3.99315082E-05        17   0.00000000E+00   0.00000000E+00  -4.72116376E-04  -5.19851603E-04  -2.60582011E-01  -2.61832638E-01
        18   0.00000000E+00  -2.06364733E-04        18   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.64175341E-01  -2.65522760E-01
        19   0.00000000E+00  -9.50444013E-05        19   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63078551E-01
