################################################################################
# ES comparison.
################################################################################
# Col  Name   Description
################################################################################
# 1    index  Structure index.
# 2    Qref   Reference charge per atom.
# 3    Q      NNP charge per atom 
# 4    index  Structure index.
# 5    MuXRef Reference MuX per atom.
# 6    MuX    NNP MuX per atom 
# 7    MuYRef Reference MuY per atom.
# 8    MuY    NNP MuY per atom 
# 9    MuZRef Reference MuZ per atom.
# 10   MuZ    NNP MuZ per atom 
############################################################################################################################################################
#        1                2                3         4                5                6                7                8                9               10
#    index             Qref                Q     index           MuXRef              MuX           MuYRef              MuY           MuZRef              MuZ
############################################################################################################################################################
         0   0.00000000E+00  -3.33657123E-05         0   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63076377E-01
         1   0.00000000E+00  -3.33941606E-05         1  -2.22943844E-03  -2.24165344E-03   0.00000000E+00  -4.40706386E-06  -2.61788531E-01  -2.63070639E-01
         2   0.00000000E+00  -3.33941606E-05         2  -2.22943844E-03  -2.24165344E-03   0.00000000E+00   4.40706386E-06  -2.61788531E-01  -2.63070639E-01
         3   0.00000000E+00  -3.43053944E-05         3   4.45887688E-03   4.48381486E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63059200E-01
         4   0.00000000E+00  -9.50589537E-05         4   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.58123320E-03  -2.62168846E-01  -2.63511299E-01
         5   0.00000000E+00   3.01008994E-05         5   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.56509543E-03  -2.61408215E-01  -2.62635105E-01
         6   0.00000000E+00  -3.20244756E-05         6   0.00000000E+00   0.00000000E+00   3.23924291E-03   3.14690663E-03  -2.61788531E-01  -2.63076967E-01
         7   0.00000000E+00  -8.82776439E-05         7   0.00000000E+00   0.00000000E+00  -4.85230720E-04  -5.15015464E-04  -2.62981936E-01  -2.64300232E-01
         8   0.00000000E+00  -8.82776439E-05         8   0.00000000E+00   0.00000000E+00   4.85230720E-04   5.15015464E-04  -2.62981936E-01  -2.64300232E-01
         9   0.00000000E+00   7.53620488E-05         9   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.59375491E-01  -2.60578596E-01
        10   0.00000000E+00  -3.33941606E-05        10   2.22943844E-03   2.24165344E-03   0.00000000E+00  -4.40706386E-06  -2.61788531E-01  -2.63070639E-01
        11   0.00000000E+00  -3.33941606E-05        11   2.22943844E-03   2.24165344E-03   0.00000000E+00   4.40706386E-06  -2.61788531E-01  -2.63070639E-01
        12   0.00000000E+00  -3.43053944E-05        12  -4.45887688E-03  -4.48381486E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63059200E-01
