################################################################################
# ES comparison.
################################################################################
# Col  Name   Description
################################################################################
# 1    index  Structure index.
# 2    Qref   Reference charge per atom.
# 3    Q      NNP charge per atom 
# 4    index  Structure index.
# 5    MuXRef Reference MuX per atom.
# 6    MuX    NNP MuX per atom 
# 7    MuYRef Reference MuY per atom.
# 8    MuY    NNP MuY per atom 
# 9    MuZRef Reference MuZ per atom.
# 10   MuZ    NNP MuZ per atom 
############################################################################################################################################################
#        1                2                3         4                5                6                7                8                9               10
#    index             Qref                Q     index           MuXRef              MuX           MuYRef              MuY           MuZRef              MuZ
############################################################################################################################################################
         0   0.00000000E+00  -1.33726456E-04         0   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.61788531E-01  -2.63093668E-01
         1   0.00000000E+00  -1.33760217E-04         1  -2.22943844E-03  -2.24161114E-03   0.00000000E+00  -4.42026285E-06  -2.61788531E-01  -2.63087942E-01
         2   0.00000000E+00  -1.33760217E-04         2  -2.22943844E-03  -2.24161114E-03   0.00000000E+00   4.42026285E-06  -2.61788531E-01  -2.63087942E-01
         3   0.00000000E+00  -1.34675234E-04         3   4.45887688E-03   4.48562762E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63076532E-01
         4   0.00000000E+00  -1.94494152E-04         4   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.57922837E-03  -2.62168846E-01  -2.63527838E-01
         5   0.00000000E+00  -7.11782230E-05         5   0.00000000E+00   0.00000000E+00  -1.61306428E-03  -1.56301028E-03  -2.61408215E-01  -2.62653162E-01
         6   0.00000000E+00  -1.32433160E-04         6   0.00000000E+00   0.00000000E+00   3.23924291E-03   3.14471383E-03  -2.61788531E-01  -2.63094205E-01
         7   0.00000000E+00  -1.89194794E-04         7   0.00000000E+00   0.00000000E+00  -4.85230720E-04  -5.16616852E-04  -2.62981936E-01  -2.64319880E-01
         8   0.00000000E+00  -1.89194794E-04         8   0.00000000E+00   0.00000000E+00   4.85230720E-04   5.16616852E-04  -2.62981936E-01  -2.64319880E-01
         9   0.00000000E+00  -2.39870613E-05         9   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00  -2.59375491E-01  -2.60589256E-01
        10   0.00000000E+00  -1.33760217E-04        10   2.22943844E-03   2.24161114E-03   0.00000000E+00  -4.42026285E-06  -2.61788531E-01  -2.63087942E-01
        11   0.00000000E+00  -1.33760217E-04        11   2.22943844E-03   2.24161114E-03   0.00000000E+00   4.42026285E-06  -2.61788531E-01  -2.63087942E-01
        12   0.00000000E+00  -1.34675234E-04        12  -4.45887688E-03  -4.48562762E-03   0.00000000E+00   0.00000000E+00  -2.61775416E-01  -2.63076532E-01
