################################################################################
# ES comparison.
################################################################################
# Col  Name   Description
################################################################################
# 1    index  Structure index.
# 2    Qref   Reference charge per atom.
# 3    Q      NNP charge per atom 
# 4    index  Structure index.
# 5    MuXRef Reference MuX per atom.
# 6    MuX    NNP MuX per atom 
# 7    MuYRef Reference MuY per atom.
# 8    MuY    NNP MuY per atom 
# 9    MuZRef Reference MuZ per atom.
# 10   MuZ    NNP MuZ per atom 
############################################################################################################################################################
#        1                2                3         4                5                6                7                8                9               10
#    index             Qref                Q     index           MuXRef              MuX           MuYRef              MuY           MuZRef              MuZ
############################################################################################################################################################
         0   0.00000000E+00  -1.47363325E-03         0   0.00000000E+00  -2.57344941E-02   0.00000000E+00  -2.33771191E-02   0.00000000E+00  -1.35746722E-02
         1   0.00000000E+00  -2.63733414E-04         1   0.00000000E+00  -3.53999845E-03   0.00000000E+00  -1.80527758E-02   0.00000000E+00   7.86519082E-03
         3   0.00000000E+00  -3.23081502E-04         3   0.00000000E+00   2.07786447E-02   0.00000000E+00   1.02902516E-02   0.00000000E+00  -2.73630619E-03
         4   0.00000000E+00   1.33909448E-04         4   0.00000000E+00   5.41905254E-03   0.00000000E+00  -5.87663724E-03   0.00000000E+00   2.53396743E-03
         5   0.00000000E+00  -1.57951060E-03         5   0.00000000E+00  -5.40051306E-03   0.00000000E+00  -1.62567358E-02   0.00000000E+00  -5.22745002E-03
         6   0.00000000E+00  -2.46904151E-04         6   0.00000000E+00   1.14907889E-02   0.00000000E+00   6.02886488E-03   0.00000000E+00  -1.73719621E-03
         7   0.00000000E+00   4.69796398E-05         7   0.00000000E+00  -3.26900350E-03   0.00000000E+00   2.20449185E-03   0.00000000E+00  -7.43653460E-04
         8   0.00000000E+00   1.86718731E-03         8   0.00000000E+00   9.71127238E-03   0.00000000E+00   1.89472215E-02   0.00000000E+00   1.31627464E-02
         9   0.00000000E+00   2.10127030E-03         9   0.00000000E+00   1.59773272E-02   0.00000000E+00  -7.01899762E-03   0.00000000E+00   5.50519923E-03
        10   0.00000000E+00   1.03504009E-03        10   0.00000000E+00  -5.02393024E-04   0.00000000E+00   1.80435060E-02   0.00000000E+00   1.68175279E-02
        11   0.00000000E+00   1.01631177E-03        11   0.00000000E+00   2.31052223E-02   0.00000000E+00  -1.72269235E-02   0.00000000E+00   4.03082488E-03
        12   0.00000000E+00  -4.84964343E-04        12   0.00000000E+00   4.88116490E-03   0.00000000E+00  -9.19080109E-03   0.00000000E+00  -4.39358650E-03
        13   0.00000000E+00  -6.05806578E-04        13   0.00000000E+00  -9.15357024E-03   0.00000000E+00   7.53276799E-04   0.00000000E+00  -3.15835285E-03
        14   0.00000000E+00  -6.05218472E-04        14   0.00000000E+00  -1.67990203E-02   0.00000000E+00  -1.60660235E-02   0.00000000E+00  -5.27275234E-03
        15   0.00000000E+00   9.10726139E-05        15   0.00000000E+00  -2.93487456E-03   0.00000000E+00   2.16509260E-03   0.00000000E+00  -1.50719499E-03
        16   0.00000000E+00  -4.31033735E-04        16   0.00000000E+00  -7.61783576E-03   0.00000000E+00  -9.79197590E-03   0.00000000E+00  -7.65468507E-03
        17   0.00000000E+00   1.35824908E-04        17   0.00000000E+00  -3.94048367E-03   0.00000000E+00  -7.47540846E-04   0.00000000E+00  -2.81688918E-03
        18   0.00000000E+00  -5.14888607E-04        18   0.00000000E+00  -1.46163361E-02   0.00000000E+00  -5.32535496E-03   0.00000000E+00  -9.32191127E-03
        19   0.00000000E+00  -8.56752612E-04        19   0.00000000E+00  -9.82335769E-03   0.00000000E+00  -8.34134484E-03   0.00000000E+00  -8.44179220E-03
